"","fields","FieldID","visit","num","description"
"1436","X4233.0.4","X4233","0","4","Mean signal-to-noise ratio (SNR), (left)"
"1437","X4233.0.5","X4233","0","5","Mean signal-to-noise ratio (SNR), (left)"
"1438","X4233.0.6","X4233","0","6","Mean signal-to-noise ratio (SNR), (left)"
"1439","X4233.0.7","X4233","0","7","Mean signal-to-noise ratio (SNR), (left)"
"1440","X4233.0.8","X4233","0","8","Mean signal-to-noise ratio (SNR), (left)"
"1441","X4233.0.9","X4233","0","9","Mean signal-to-noise ratio (SNR), (left)"
"1442","X4233.0.10","X4233","0","10","Mean signal-to-noise ratio (SNR), (left)"
"1443","X4233.0.11","X4233","0","11","Mean signal-to-noise ratio (SNR), (left)"
"1444","X4233.0.12","X4233","0","12","Mean signal-to-noise ratio (SNR), (left)"
"1445","X4233.0.13","X4233","0","13","Mean signal-to-noise ratio (SNR), (left)"
"1446","X4233.0.14","X4233","0","14","Mean signal-to-noise ratio (SNR), (left)"
"1447","X4233.0.15","X4233","0","15","Mean signal-to-noise ratio (SNR), (left)"
"1448","X4233.1.1","X4233","1","1","Mean signal-to-noise ratio (SNR), (left)"
"1449","X4233.1.2","X4233","1","2","Mean signal-to-noise ratio (SNR), (left)"
"1450","X4233.1.3","X4233","1","3","Mean signal-to-noise ratio (SNR), (left)"
"1451","X4233.1.4","X4233","1","4","Mean signal-to-noise ratio (SNR), (left)"
"1452","X4233.1.5","X4233","1","5","Mean signal-to-noise ratio (SNR), (left)"
"1453","X4233.1.6","X4233","1","6","Mean signal-to-noise ratio (SNR), (left)"
"1454","X4233.1.7","X4233","1","7","Mean signal-to-noise ratio (SNR), (left)"
"1455","X4233.1.8","X4233","1","8","Mean signal-to-noise ratio (SNR), (left)"
"1456","X4233.1.9","X4233","1","9","Mean signal-to-noise ratio (SNR), (left)"
"1457","X4233.1.10","X4233","1","10","Mean signal-to-noise ratio (SNR), (left)"
"1458","X4233.1.11","X4233","1","11","Mean signal-to-noise ratio (SNR), (left)"
"1459","X4233.1.12","X4233","1","12","Mean signal-to-noise ratio (SNR), (left)"
"1460","X4233.1.13","X4233","1","13","Mean signal-to-noise ratio (SNR), (left)"
"1461","X4233.1.14","X4233","1","14","Mean signal-to-noise ratio (SNR), (left)"
"1462","X4233.1.15","X4233","1","15","Mean signal-to-noise ratio (SNR), (left)"
"1463","X4233.2.1","X4233","2","1","Mean signal-to-noise ratio (SNR), (left)"
"1464","X4233.2.2","X4233","2","2","Mean signal-to-noise ratio (SNR), (left)"
"1465","X4233.2.3","X4233","2","3","Mean signal-to-noise ratio (SNR), (left)"
"1466","X4233.2.4","X4233","2","4","Mean signal-to-noise ratio (SNR), (left)"
"1467","X4233.2.5","X4233","2","5","Mean signal-to-noise ratio (SNR), (left)"
"1468","X4233.2.6","X4233","2","6","Mean signal-to-noise ratio (SNR), (left)"
"1469","X4233.2.7","X4233","2","7","Mean signal-to-noise ratio (SNR), (left)"
"1470","X4233.2.8","X4233","2","8","Mean signal-to-noise ratio (SNR), (left)"
"1471","X4233.2.9","X4233","2","9","Mean signal-to-noise ratio (SNR), (left)"
"1472","X4233.2.10","X4233","2","10","Mean signal-to-noise ratio (SNR), (left)"
"1473","X4233.2.11","X4233","2","11","Mean signal-to-noise ratio (SNR), (left)"
"1474","X4233.2.12","X4233","2","12","Mean signal-to-noise ratio (SNR), (left)"
"1475","X4233.2.13","X4233","2","13","Mean signal-to-noise ratio (SNR), (left)"
"1476","X4233.2.14","X4233","2","14","Mean signal-to-noise ratio (SNR), (left)"
"1477","X4233.2.15","X4233","2","15","Mean signal-to-noise ratio (SNR), (left)"
"1478","X4236.0.1","X4236","0","1","Triplet entered (left)"
"1479","X4236.0.2","X4236","0","2","Triplet entered (left)"
"1480","X4236.0.3","X4236","0","3","Triplet entered (left)"
"1481","X4236.0.4","X4236","0","4","Triplet entered (left)"
"1482","X4236.0.5","X4236","0","5","Triplet entered (left)"
"1483","X4236.0.6","X4236","0","6","Triplet entered (left)"
"1484","X4236.0.7","X4236","0","7","Triplet entered (left)"
"1485","X4236.0.8","X4236","0","8","Triplet entered (left)"
"1486","X4236.0.9","X4236","0","9","Triplet entered (left)"
"1487","X4236.0.10","X4236","0","10","Triplet entered (left)"
"1488","X4236.0.11","X4236","0","11","Triplet entered (left)"
"1489","X4236.0.12","X4236","0","12","Triplet entered (left)"
"1490","X4236.0.13","X4236","0","13","Triplet entered (left)"
"1491","X4236.0.14","X4236","0","14","Triplet entered (left)"
"1492","X4236.0.15","X4236","0","15","Triplet entered (left)"
"1493","X4236.1.1","X4236","1","1","Triplet entered (left)"
"1494","X4236.1.2","X4236","1","2","Triplet entered (left)"
"1495","X4236.1.3","X4236","1","3","Triplet entered (left)"
"1496","X4236.1.4","X4236","1","4","Triplet entered (left)"
"1497","X4236.1.5","X4236","1","5","Triplet entered (left)"
"1498","X4236.1.6","X4236","1","6","Triplet entered (left)"
"1499","X4236.1.7","X4236","1","7","Triplet entered (left)"
"1500","X4236.1.8","X4236","1","8","Triplet entered (left)"
"1501","X4236.1.9","X4236","1","9","Triplet entered (left)"
"1502","X4236.1.10","X4236","1","10","Triplet entered (left)"
"1503","X4236.1.11","X4236","1","11","Triplet entered (left)"
"1504","X4236.1.12","X4236","1","12","Triplet entered (left)"
"1505","X4236.1.13","X4236","1","13","Triplet entered (left)"
"1506","X4236.1.14","X4236","1","14","Triplet entered (left)"
"1507","X4236.1.15","X4236","1","15","Triplet entered (left)"
"1508","X4236.2.1","X4236","2","1","Triplet entered (left)"
"1509","X4236.2.2","X4236","2","2","Triplet entered (left)"
"1510","X4236.2.3","X4236","2","3","Triplet entered (left)"
"1511","X4236.2.4","X4236","2","4","Triplet entered (left)"
"1512","X4236.2.5","X4236","2","5","Triplet entered (left)"
"1513","X4236.2.6","X4236","2","6","Triplet entered (left)"
"1514","X4236.2.7","X4236","2","7","Triplet entered (left)"
"1515","X4236.2.8","X4236","2","8","Triplet entered (left)"
"1516","X4236.2.9","X4236","2","9","Triplet entered (left)"
"1517","X4236.2.10","X4236","2","10","Triplet entered (left)"
"1518","X4236.2.11","X4236","2","11","Triplet entered (left)"
"1519","X4236.2.12","X4236","2","12","Triplet entered (left)"
"1520","X4236.2.13","X4236","2","13","Triplet entered (left)"
"1521","X4236.2.14","X4236","2","14","Triplet entered (left)"
"1522","X4236.2.15","X4236","2","15","Triplet entered (left)"
"1523","X4240.0.1","X4240","0","1","Triplet played (right)"
"1524","X4240.0.2","X4240","0","2","Triplet played (right)"
"1525","X4240.0.3","X4240","0","3","Triplet played (right)"
"1526","X4240.0.4","X4240","0","4","Triplet played (right)"
"1527","X4240.0.5","X4240","0","5","Triplet played (right)"
"1528","X4240.0.6","X4240","0","6","Triplet played (right)"
"1529","X4240.0.7","X4240","0","7","Triplet played (right)"
"1530","X4240.0.8","X4240","0","8","Triplet played (right)"
"1531","X4240.0.9","X4240","0","9","Triplet played (right)"
"1532","X4240.0.10","X4240","0","10","Triplet played (right)"
"1533","X4240.0.11","X4240","0","11","Triplet played (right)"
"1534","X4240.0.12","X4240","0","12","Triplet played (right)"
"1535","X4240.0.13","X4240","0","13","Triplet played (right)"
"1536","X4240.0.14","X4240","0","14","Triplet played (right)"
"1537","X4240.0.15","X4240","0","15","Triplet played (right)"
"1538","X4240.1.1","X4240","1","1","Triplet played (right)"
"1539","X4240.1.2","X4240","1","2","Triplet played (right)"
"1540","X4240.1.3","X4240","1","3","Triplet played (right)"
"1541","X4240.1.4","X4240","1","4","Triplet played (right)"
"1542","X4240.1.5","X4240","1","5","Triplet played (right)"
"1543","X4240.1.6","X4240","1","6","Triplet played (right)"
"1544","X4240.1.7","X4240","1","7","Triplet played (right)"
"1545","X4240.1.8","X4240","1","8","Triplet played (right)"
"1546","X4240.1.9","X4240","1","9","Triplet played (right)"
"1547","X4240.1.10","X4240","1","10","Triplet played (right)"
"1548","X4240.1.11","X4240","1","11","Triplet played (right)"
"1549","X4240.1.12","X4240","1","12","Triplet played (right)"
"1550","X4240.1.13","X4240","1","13","Triplet played (right)"
"1551","X4240.1.14","X4240","1","14","Triplet played (right)"
"1552","X4240.1.15","X4240","1","15","Triplet played (right)"
"1553","X4240.2.1","X4240","2","1","Triplet played (right)"
"1554","X4240.2.2","X4240","2","2","Triplet played (right)"
"1555","X4240.2.3","X4240","2","3","Triplet played (right)"
"1556","X4240.2.4","X4240","2","4","Triplet played (right)"
"1557","X4240.2.5","X4240","2","5","Triplet played (right)"
"1558","X4240.2.6","X4240","2","6","Triplet played (right)"
"1559","X4240.2.7","X4240","2","7","Triplet played (right)"
"1560","X4240.2.8","X4240","2","8","Triplet played (right)"
"1561","X4240.2.9","X4240","2","9","Triplet played (right)"
"1562","X4240.2.10","X4240","2","10","Triplet played (right)"
"1563","X4240.2.11","X4240","2","11","Triplet played (right)"
"1564","X4240.2.12","X4240","2","12","Triplet played (right)"
"1565","X4240.2.13","X4240","2","13","Triplet played (right)"
"1566","X4240.2.14","X4240","2","14","Triplet played (right)"
"1567","X4240.2.15","X4240","2","15","Triplet played (right)"
"1568","X4241.0.1","X4241","0","1","Signal-to-noise-ratio (SNR) of triplet (right)"
"1569","X4241.0.2","X4241","0","2","Signal-to-noise-ratio (SNR) of triplet (right)"
"1570","X4241.0.3","X4241","0","3","Signal-to-noise-ratio (SNR) of triplet (right)"
"1571","X4241.0.4","X4241","0","4","Signal-to-noise-ratio (SNR) of triplet (right)"
"1572","X4241.0.5","X4241","0","5","Signal-to-noise-ratio (SNR) of triplet (right)"
"1573","X4241.0.6","X4241","0","6","Signal-to-noise-ratio (SNR) of triplet (right)"
"1574","X4241.0.7","X4241","0","7","Signal-to-noise-ratio (SNR) of triplet (right)"
"1575","X4241.0.8","X4241","0","8","Signal-to-noise-ratio (SNR) of triplet (right)"
"1576","X4241.0.9","X4241","0","9","Signal-to-noise-ratio (SNR) of triplet (right)"
"1577","X4241.0.10","X4241","0","10","Signal-to-noise-ratio (SNR) of triplet (right)"
"1578","X4241.0.11","X4241","0","11","Signal-to-noise-ratio (SNR) of triplet (right)"
"1579","X4241.0.12","X4241","0","12","Signal-to-noise-ratio (SNR) of triplet (right)"
"1580","X4241.0.13","X4241","0","13","Signal-to-noise-ratio (SNR) of triplet (right)"
"1581","X4241.0.14","X4241","0","14","Signal-to-noise-ratio (SNR) of triplet (right)"
"1582","X4241.0.15","X4241","0","15","Signal-to-noise-ratio (SNR) of triplet (right)"
"1583","X4241.1.1","X4241","1","1","Signal-to-noise-ratio (SNR) of triplet (right)"
"1584","X4241.1.2","X4241","1","2","Signal-to-noise-ratio (SNR) of triplet (right)"
"1585","X4241.1.3","X4241","1","3","Signal-to-noise-ratio (SNR) of triplet (right)"
"1586","X4241.1.4","X4241","1","4","Signal-to-noise-ratio (SNR) of triplet (right)"
"1587","X4241.1.5","X4241","1","5","Signal-to-noise-ratio (SNR) of triplet (right)"
"1588","X4241.1.6","X4241","1","6","Signal-to-noise-ratio (SNR) of triplet (right)"
"1589","X4241.1.7","X4241","1","7","Signal-to-noise-ratio (SNR) of triplet (right)"
"1590","X4241.1.8","X4241","1","8","Signal-to-noise-ratio (SNR) of triplet (right)"
"1591","X4241.1.9","X4241","1","9","Signal-to-noise-ratio (SNR) of triplet (right)"
"1592","X4241.1.10","X4241","1","10","Signal-to-noise-ratio (SNR) of triplet (right)"
"1593","X4241.1.11","X4241","1","11","Signal-to-noise-ratio (SNR) of triplet (right)"
"1594","X4241.1.12","X4241","1","12","Signal-to-noise-ratio (SNR) of triplet (right)"
"1595","X4241.1.13","X4241","1","13","Signal-to-noise-ratio (SNR) of triplet (right)"
"1596","X4241.1.14","X4241","1","14","Signal-to-noise-ratio (SNR) of triplet (right)"
"1597","X4241.1.15","X4241","1","15","Signal-to-noise-ratio (SNR) of triplet (right)"
"1598","X4241.2.1","X4241","2","1","Signal-to-noise-ratio (SNR) of triplet (right)"
"1599","X4241.2.2","X4241","2","2","Signal-to-noise-ratio (SNR) of triplet (right)"
"1600","X4241.2.3","X4241","2","3","Signal-to-noise-ratio (SNR) of triplet (right)"
"1601","X4241.2.4","X4241","2","4","Signal-to-noise-ratio (SNR) of triplet (right)"
"1602","X4241.2.5","X4241","2","5","Signal-to-noise-ratio (SNR) of triplet (right)"
"1603","X4241.2.6","X4241","2","6","Signal-to-noise-ratio (SNR) of triplet (right)"
"1604","X4241.2.7","X4241","2","7","Signal-to-noise-ratio (SNR) of triplet (right)"
"1605","X4241.2.8","X4241","2","8","Signal-to-noise-ratio (SNR) of triplet (right)"
"1606","X4241.2.9","X4241","2","9","Signal-to-noise-ratio (SNR) of triplet (right)"
"1607","X4241.2.10","X4241","2","10","Signal-to-noise-ratio (SNR) of triplet (right)"
"1608","X4241.2.11","X4241","2","11","Signal-to-noise-ratio (SNR) of triplet (right)"
"1609","X4241.2.12","X4241","2","12","Signal-to-noise-ratio (SNR) of triplet (right)"
"1610","X4241.2.13","X4241","2","13","Signal-to-noise-ratio (SNR) of triplet (right)"
"1611","X4241.2.14","X4241","2","14","Signal-to-noise-ratio (SNR) of triplet (right)"
"1612","X4241.2.15","X4241","2","15","Signal-to-noise-ratio (SNR) of triplet (right)"
"1613","X4242.0.1","X4242","0","1","Triplet entered (right)"
"1614","X4242.0.2","X4242","0","2","Triplet entered (right)"
"1615","X4242.0.3","X4242","0","3","Triplet entered (right)"
"1616","X4242.0.4","X4242","0","4","Triplet entered (right)"
"1617","X4242.0.5","X4242","0","5","Triplet entered (right)"
"1618","X4242.0.6","X4242","0","6","Triplet entered (right)"
"1619","X4242.0.7","X4242","0","7","Triplet entered (right)"
"1620","X4242.0.8","X4242","0","8","Triplet entered (right)"
"1621","X4242.0.9","X4242","0","9","Triplet entered (right)"
"1622","X4242.0.10","X4242","0","10","Triplet entered (right)"
"1623","X4242.0.11","X4242","0","11","Triplet entered (right)"
"1624","X4242.0.12","X4242","0","12","Triplet entered (right)"
"1625","X4242.0.13","X4242","0","13","Triplet entered (right)"
"1626","X4242.0.14","X4242","0","14","Triplet entered (right)"
"1627","X4242.0.15","X4242","0","15","Triplet entered (right)"
"1628","X4242.1.1","X4242","1","1","Triplet entered (right)"
"1629","X4242.1.2","X4242","1","2","Triplet entered (right)"
"1630","X4242.1.3","X4242","1","3","Triplet entered (right)"
"1631","X4242.1.4","X4242","1","4","Triplet entered (right)"
"1632","X4242.1.5","X4242","1","5","Triplet entered (right)"
"1633","X4242.1.6","X4242","1","6","Triplet entered (right)"
"1634","X4242.1.7","X4242","1","7","Triplet entered (right)"
"1635","X4242.1.8","X4242","1","8","Triplet entered (right)"
"1636","X4242.1.9","X4242","1","9","Triplet entered (right)"
"1637","X4242.1.10","X4242","1","10","Triplet entered (right)"
"1638","X4242.1.11","X4242","1","11","Triplet entered (right)"
"1639","X4242.1.12","X4242","1","12","Triplet entered (right)"
"1640","X4242.1.13","X4242","1","13","Triplet entered (right)"
"1641","X4242.1.14","X4242","1","14","Triplet entered (right)"
"1642","X4242.1.15","X4242","1","15","Triplet entered (right)"
"1643","X4242.2.1","X4242","2","1","Triplet entered (right)"
"1644","X4242.2.2","X4242","2","2","Triplet entered (right)"
"1645","X4242.2.3","X4242","2","3","Triplet entered (right)"
"1646","X4242.2.4","X4242","2","4","Triplet entered (right)"
"1647","X4242.2.5","X4242","2","5","Triplet entered (right)"
"1648","X4242.2.6","X4242","2","6","Triplet entered (right)"
"1649","X4242.2.7","X4242","2","7","Triplet entered (right)"
"1650","X4242.2.8","X4242","2","8","Triplet entered (right)"
"1651","X4242.2.9","X4242","2","9","Triplet entered (right)"
"1652","X4242.2.10","X4242","2","10","Triplet entered (right)"
"1653","X4242.2.11","X4242","2","11","Triplet entered (right)"
"1654","X4242.2.12","X4242","2","12","Triplet entered (right)"
"1655","X4242.2.13","X4242","2","13","Triplet entered (right)"
"1656","X4242.2.14","X4242","2","14","Triplet entered (right)"
"1657","X4242.2.15","X4242","2","15","Triplet entered (right)"
"1658","X4243.0.1","X4243","0","1","Triplet correct (right)"
"1659","X4243.0.2","X4243","0","2","Triplet correct (right)"
"1660","X4243.0.3","X4243","0","3","Triplet correct (right)"
"1661","X4243.0.4","X4243","0","4","Triplet correct (right)"
"1662","X4243.0.5","X4243","0","5","Triplet correct (right)"
"1663","X4243.0.6","X4243","0","6","Triplet correct (right)"
"1664","X4243.0.7","X4243","0","7","Triplet correct (right)"
"1665","X4243.0.8","X4243","0","8","Triplet correct (right)"
"1666","X4243.0.9","X4243","0","9","Triplet correct (right)"
"1667","X4243.0.10","X4243","0","10","Triplet correct (right)"
"1668","X4243.0.11","X4243","0","11","Triplet correct (right)"
"1669","X4243.0.12","X4243","0","12","Triplet correct (right)"
"1670","X4243.0.13","X4243","0","13","Triplet correct (right)"
"1671","X4243.0.14","X4243","0","14","Triplet correct (right)"
"1672","X4243.0.15","X4243","0","15","Triplet correct (right)"
"1673","X4243.1.1","X4243","1","1","Triplet correct (right)"
"1674","X4243.1.2","X4243","1","2","Triplet correct (right)"
"1675","X4243.1.3","X4243","1","3","Triplet correct (right)"
"1676","X4243.1.4","X4243","1","4","Triplet correct (right)"
"1677","X4243.1.5","X4243","1","5","Triplet correct (right)"
"1678","X4243.1.6","X4243","1","6","Triplet correct (right)"
"1679","X4243.1.7","X4243","1","7","Triplet correct (right)"
"1680","X4243.1.8","X4243","1","8","Triplet correct (right)"
"1681","X4243.1.9","X4243","1","9","Triplet correct (right)"
"1682","X4243.1.10","X4243","1","10","Triplet correct (right)"
"1683","X4243.1.11","X4243","1","11","Triplet correct (right)"
"1684","X4243.1.12","X4243","1","12","Triplet correct (right)"
"1685","X4243.1.13","X4243","1","13","Triplet correct (right)"
"1686","X4243.1.14","X4243","1","14","Triplet correct (right)"
"1687","X4243.1.15","X4243","1","15","Triplet correct (right)"
"1688","X4243.2.1","X4243","2","1","Triplet correct (right)"
"1689","X4243.2.2","X4243","2","2","Triplet correct (right)"
"1690","X4243.2.3","X4243","2","3","Triplet correct (right)"
"1691","X4243.2.4","X4243","2","4","Triplet correct (right)"
"1692","X4243.2.5","X4243","2","5","Triplet correct (right)"
"1693","X4243.2.6","X4243","2","6","Triplet correct (right)"
"1694","X4243.2.7","X4243","2","7","Triplet correct (right)"
"1695","X4243.2.8","X4243","2","8","Triplet correct (right)"
"1696","X4243.2.9","X4243","2","9","Triplet correct (right)"
"1697","X4243.2.10","X4243","2","10","Triplet correct (right)"
"1698","X4243.2.11","X4243","2","11","Triplet correct (right)"
"1699","X4243.2.12","X4243","2","12","Triplet correct (right)"
"1700","X4243.2.13","X4243","2","13","Triplet correct (right)"
"1701","X4243.2.14","X4243","2","14","Triplet correct (right)"
"1702","X4243.2.15","X4243","2","15","Triplet correct (right)"
"1703","X4244.0.1","X4244","0","1","Mean signal-to-noise ratio (SNR), (right)"
"1704","X4244.0.2","X4244","0","2","Mean signal-to-noise ratio (SNR), (right)"
"1705","X4244.0.3","X4244","0","3","Mean signal-to-noise ratio (SNR), (right)"
"1706","X4244.0.4","X4244","0","4","Mean signal-to-noise ratio (SNR), (right)"
"1707","X4244.0.5","X4244","0","5","Mean signal-to-noise ratio (SNR), (right)"
"1708","X4244.0.6","X4244","0","6","Mean signal-to-noise ratio (SNR), (right)"
"1709","X4244.0.7","X4244","0","7","Mean signal-to-noise ratio (SNR), (right)"
"1710","X4244.0.8","X4244","0","8","Mean signal-to-noise ratio (SNR), (right)"
"1711","X4244.0.9","X4244","0","9","Mean signal-to-noise ratio (SNR), (right)"
"1712","X4244.0.10","X4244","0","10","Mean signal-to-noise ratio (SNR), (right)"
"1713","X4244.0.11","X4244","0","11","Mean signal-to-noise ratio (SNR), (right)"
"1714","X4244.0.12","X4244","0","12","Mean signal-to-noise ratio (SNR), (right)"
"1715","X4244.0.13","X4244","0","13","Mean signal-to-noise ratio (SNR), (right)"
"1716","X4244.0.14","X4244","0","14","Mean signal-to-noise ratio (SNR), (right)"
"1717","X4244.0.15","X4244","0","15","Mean signal-to-noise ratio (SNR), (right)"
"1718","X4244.1.1","X4244","1","1","Mean signal-to-noise ratio (SNR), (right)"
"1719","X4244.1.2","X4244","1","2","Mean signal-to-noise ratio (SNR), (right)"
"1720","X4244.1.3","X4244","1","3","Mean signal-to-noise ratio (SNR), (right)"
"1721","X4244.1.4","X4244","1","4","Mean signal-to-noise ratio (SNR), (right)"
"1722","X4244.1.5","X4244","1","5","Mean signal-to-noise ratio (SNR), (right)"
"1723","X4244.1.6","X4244","1","6","Mean signal-to-noise ratio (SNR), (right)"
"1724","X4244.1.7","X4244","1","7","Mean signal-to-noise ratio (SNR), (right)"
"1725","X4244.1.8","X4244","1","8","Mean signal-to-noise ratio (SNR), (right)"
"1726","X4244.1.9","X4244","1","9","Mean signal-to-noise ratio (SNR), (right)"
"1727","X4244.1.10","X4244","1","10","Mean signal-to-noise ratio (SNR), (right)"
"1728","X4244.1.11","X4244","1","11","Mean signal-to-noise ratio (SNR), (right)"
"1729","X4244.1.12","X4244","1","12","Mean signal-to-noise ratio (SNR), (right)"
"1730","X4244.1.13","X4244","1","13","Mean signal-to-noise ratio (SNR), (right)"
"1731","X4244.1.14","X4244","1","14","Mean signal-to-noise ratio (SNR), (right)"
"1732","X4244.1.15","X4244","1","15","Mean signal-to-noise ratio (SNR), (right)"
"1733","X4244.2.1","X4244","2","1","Mean signal-to-noise ratio (SNR), (right)"
"1734","X4244.2.2","X4244","2","2","Mean signal-to-noise ratio (SNR), (right)"
"1735","X4244.2.3","X4244","2","3","Mean signal-to-noise ratio (SNR), (right)"
"1736","X4244.2.4","X4244","2","4","Mean signal-to-noise ratio (SNR), (right)"
"1737","X4244.2.5","X4244","2","5","Mean signal-to-noise ratio (SNR), (right)"
"1738","X4244.2.6","X4244","2","6","Mean signal-to-noise ratio (SNR), (right)"
"1739","X4244.2.7","X4244","2","7","Mean signal-to-noise ratio (SNR), (right)"
"1740","X4244.2.8","X4244","2","8","Mean signal-to-noise ratio (SNR), (right)"
"1741","X4244.2.9","X4244","2","9","Mean signal-to-noise ratio (SNR), (right)"
"1742","X4244.2.10","X4244","2","10","Mean signal-to-noise ratio (SNR), (right)"
"1743","X4244.2.11","X4244","2","11","Mean signal-to-noise ratio (SNR), (right)"
"1744","X4244.2.12","X4244","2","12","Mean signal-to-noise ratio (SNR), (right)"
"1745","X4244.2.13","X4244","2","13","Mean signal-to-noise ratio (SNR), (right)"
"1746","X4244.2.14","X4244","2","14","Mean signal-to-noise ratio (SNR), (right)"
"1747","X4244.2.15","X4244","2","15","Mean signal-to-noise ratio (SNR), (right)"
"1748","X4258.0.0","X4258","0","0","Number entered by participant"
"1749","X4258.0.1","X4258","0","1","Number entered by participant"
"1750","X4258.0.2","X4258","0","2","Number entered by participant"
"1751","X4258.0.3","X4258","0","3","Number entered by participant"
"1752","X4258.0.4","X4258","0","4","Number entered by participant"
"1753","X4258.0.5","X4258","0","5","Number entered by participant"
"1754","X4258.0.6","X4258","0","6","Number entered by participant"
"1755","X4258.0.7","X4258","0","7","Number entered by participant"
"1756","X4258.0.8","X4258","0","8","Number entered by participant"
"1757","X4258.0.9","X4258","0","9","Number entered by participant"
"1758","X4258.0.10","X4258","0","10","Number entered by participant"
"1759","X4258.0.11","X4258","0","11","Number entered by participant"
"1760","X4258.0.12","X4258","0","12","Number entered by participant"
"1761","X4258.0.13","X4258","0","13","Number entered by participant"
"1762","X4258.0.14","X4258","0","14","Number entered by participant"
"1763","X4258.0.15","X4258","0","15","Number entered by participant"
"1764","X4258.1.0","X4258","1","0","Number entered by participant"
"1765","X4258.1.1","X4258","1","1","Number entered by participant"
"1766","X4258.1.2","X4258","1","2","Number entered by participant"
"1767","X4258.1.3","X4258","1","3","Number entered by participant"
"1768","X4258.1.4","X4258","1","4","Number entered by participant"
"1769","X4258.1.5","X4258","1","5","Number entered by participant"
"1770","X4258.1.6","X4258","1","6","Number entered by participant"
"1771","X4258.1.7","X4258","1","7","Number entered by participant"
"1772","X4258.1.8","X4258","1","8","Number entered by participant"
"1773","X4258.1.9","X4258","1","9","Number entered by participant"
"1774","X4258.1.10","X4258","1","10","Number entered by participant"
"1775","X4258.1.11","X4258","1","11","Number entered by participant"
"1776","X4258.1.12","X4258","1","12","Number entered by participant"
"1777","X4258.1.13","X4258","1","13","Number entered by participant"
"1778","X4258.1.14","X4258","1","14","Number entered by participant"
"1779","X4258.1.15","X4258","1","15","Number entered by participant"
"1780","X4258.2.0","X4258","2","0","Number entered by participant"
"1781","X4258.2.1","X4258","2","1","Number entered by participant"
"1782","X4258.2.2","X4258","2","2","Number entered by participant"
"1783","X4258.2.3","X4258","2","3","Number entered by participant"
"1784","X4258.2.4","X4258","2","4","Number entered by participant"
"1785","X4258.2.5","X4258","2","5","Number entered by participant"
"1786","X4258.2.6","X4258","2","6","Number entered by participant"
"1787","X4258.2.7","X4258","2","7","Number entered by participant"
"1788","X4258.2.8","X4258","2","8","Number entered by participant"
"1789","X4258.2.9","X4258","2","9","Number entered by participant"
"1790","X4258.2.10","X4258","2","10","Number entered by participant"
"1791","X4258.2.11","X4258","2","11","Number entered by participant"
"1792","X4258.2.12","X4258","2","12","Number entered by participant"
"1793","X4258.2.13","X4258","2","13","Number entered by participant"
"1794","X4258.2.14","X4258","2","14","Number entered by participant"
"1795","X4258.2.15","X4258","2","15","Number entered by participant"
"1796","X4259.0.0","X4259","0","0","Digits entered correctly"
"1797","X4259.0.1","X4259","0","1","Digits entered correctly"
"1798","X4259.0.2","X4259","0","2","Digits entered correctly"
"1799","X4259.0.3","X4259","0","3","Digits entered correctly"
"1800","X4259.0.4","X4259","0","4","Digits entered correctly"
"1801","X4259.0.5","X4259","0","5","Digits entered correctly"
"1802","X4259.0.6","X4259","0","6","Digits entered correctly"
"1803","X4259.0.7","X4259","0","7","Digits entered correctly"
"1804","X4259.0.8","X4259","0","8","Digits entered correctly"
"1805","X4259.0.9","X4259","0","9","Digits entered correctly"
"1806","X4259.0.10","X4259","0","10","Digits entered correctly"
"1807","X4259.0.11","X4259","0","11","Digits entered correctly"
"1808","X4259.0.12","X4259","0","12","Digits entered correctly"
"1809","X4259.0.13","X4259","0","13","Digits entered correctly"
"1810","X4259.0.14","X4259","0","14","Digits entered correctly"
"1811","X4259.0.15","X4259","0","15","Digits entered correctly"
"1812","X4259.1.0","X4259","1","0","Digits entered correctly"
"1813","X4259.1.1","X4259","1","1","Digits entered correctly"
"1814","X4259.1.2","X4259","1","2","Digits entered correctly"
"1815","X4259.1.3","X4259","1","3","Digits entered correctly"
"1816","X4259.1.4","X4259","1","4","Digits entered correctly"
"1817","X4259.1.5","X4259","1","5","Digits entered correctly"
"1818","X4259.1.6","X4259","1","6","Digits entered correctly"
"1819","X4259.1.7","X4259","1","7","Digits entered correctly"
"1820","X4259.1.8","X4259","1","8","Digits entered correctly"
"1821","X4259.1.9","X4259","1","9","Digits entered correctly"
"1822","X4259.1.10","X4259","1","10","Digits entered correctly"
"1823","X4259.1.11","X4259","1","11","Digits entered correctly"
"1824","X4259.1.12","X4259","1","12","Digits entered correctly"
"1825","X4259.1.13","X4259","1","13","Digits entered correctly"
"1826","X4259.1.14","X4259","1","14","Digits entered correctly"
"1827","X4259.1.15","X4259","1","15","Digits entered correctly"
"1828","X4259.2.0","X4259","2","0","Digits entered correctly"
"1829","X4259.2.1","X4259","2","1","Digits entered correctly"
"1830","X4259.2.2","X4259","2","2","Digits entered correctly"
"1831","X4259.2.3","X4259","2","3","Digits entered correctly"
"1832","X4259.2.4","X4259","2","4","Digits entered correctly"
"1833","X4259.2.5","X4259","2","5","Digits entered correctly"
"1834","X4259.2.6","X4259","2","6","Digits entered correctly"
"1835","X4259.2.7","X4259","2","7","Digits entered correctly"
"1836","X4259.2.8","X4259","2","8","Digits entered correctly"
