Homo sapiens,Mus Musculus,Relations,ID
8812,12454,01:01,597121
317762,668158,01:01,748247
84439,214305,01:01,553030
10858,13116,01:01,905261
2009,MOUSE08077,01:01,595533
51466,MOUSE08085,01:01,598670
123099,70059,01:01,803548
7528,22632,01:01,603144
123096,214663,01:01,769031
283600,104910,01:01,769045
7453,22375,01:01,955814
79446,212198,01:01,600448
HUMAN08913,380785,01:01,933277
388015,353326,01:01,716056
5527,26931,01:01,752250
1778,13424,01:01,574249
3320,15519,01:01,917683
91833,69641,01:01,738092
5891,26448,01:01,595881
55778,72805,01:01,753072
HUMAN08941,67236,01:01,945933
9895,104859,01:01,933091
122416,74251,01:01,871183
23186,MOUSE08153,01:01,952223
7187,22031,01:01,828391
81693,93835,01:01,798088
9578,217866,01:01,598167
107984640,380787,01:01,838575
91828,74190,01:01,945590
7127,MOUSE08171,01:01,943291
1983,217869,01:01,938597
HUMAN08957,17169,01:01,595029
1152,12709,01:01,915886
115708,328162,01:01,945508
9529,70369,01:01,285951
HUMAN08963,16593,n:1,594945
HUMAN08966,16593,n:1,
HUMAN08967,68020,01:01,559640
7517,74335,01:01,951838
79038,68520,01:01,935140
23368,MOUSE08216,01:01,943371
9556,70257,01:01,279240
647286,217874,01:01,287520
374569,104816,01:01,893439
26153,668303,01:01,598630
388021,104885,01:01,865442
64423,70435,01:01,599743
122622,11565,01:01,955652
10572,30954,01:01,882910
207,11651,01:01,597613
100128927,382639,01:01,669182
HUMAN09002,217882,01:01,603483
122618,104759,01:01,943486
122616,217887,01:01,928043
55038,71963,01:01,878853
29933,56696,01:01,889561
256281,66174,01:01,922242
2972,72308,01:01,594229
90135,399566,01:01,779428
23241,217893,01:01,942367
647310,75671,01:01,813942
9112,116870,01:01,938646
1397,68337,01:01,596183
1396,MOUSE08289,01:01,539847
283643,104732,01:01,902338
80757,69195,01:01,879064
HUMAN09028,MOUSE08294,n:1,
HUMAN09029,MOUSE08297,01:01,739292
HUMAN09030,MOUSE08298,n:m,
HUMAN09030,MOUSE08300,n:m,
HUMAN09030,MOUSE08302,n:m,739297
HUMAN09030,MOUSE08304,n:m,
HUMAN09031,MOUSE08298,n:m,
HUMAN09031,MOUSE08300,n:m,
HUMAN09031,MOUSE08302,n:m,
HUMAN09031,MOUSE08304,n:m,739303
HUMAN09032,MOUSE08294,n:1,739296
HUMAN09033,MOUSE08298,n:m,739291
HUMAN09033,MOUSE08300,n:m,
HUMAN09033,MOUSE08302,n:m,
HUMAN09033,MOUSE08304,n:m,
HUMAN09034,MOUSE08298,n:m,
HUMAN09034,MOUSE08300,n:m,739305
HUMAN09034,MOUSE08302,n:m,
HUMAN09034,MOUSE08304,n:m,
HUMAN09036,MOUSE08308,01:01,739290
HUMAN09071,MOUSE08364,n:m,
HUMAN09071,MOUSE08368,n:m,
HUMAN09071,MOUSE08370,n:m,
HUMAN09071,MOUSE08378,n:m,
HUMAN09071,MOUSE08404,n:m,
HUMAN09071,MOUSE08405,n:m,
HUMAN09071,MOUSE08408,n:m,
HUMAN09071,MOUSE08409,n:m,
HUMAN09071,MOUSE08411,n:m,
HUMAN09071,MOUSE08413,n:m,
HUMAN09071,MOUSE08414,n:m,
HUMAN09071,MOUSE08418,n:m,
HUMAN09071,MOUSE08420,n:m,
HUMAN09071,MOUSE08422,n:m,
HUMAN09071,MOUSE08424,n:m,
HUMAN09071,MOUSE08426,n:m,
HUMAN09071,MOUSE08427,n:m,
HUMAN09071,MOUSE08430,n:m,
HUMAN09071,MOUSE08431,n:m,
HUMAN09071,MOUSE08433,n:m,
HUMAN09071,MOUSE08434,n:m,
HUMAN09071,MOUSE08436,n:m,
HUMAN09071,MOUSE08438,n:m,
HUMAN09071,MOUSE08439,n:m,
HUMAN09071,MOUSE08441,n:m,
HUMAN09071,MOUSE08450,n:m,
HUMAN09071,MOUSE08451,n:m,
HUMAN09071,MOUSE08453,n:m,
HUMAN09071,MOUSE08456,n:m,
HUMAN09071,MOUSE08457,n:m,
HUMAN09071,MOUSE08458,n:m,
HUMAN09071,MOUSE08461,n:m,
HUMAN09071,MOUSE08462,n:m,
HUMAN09071,MOUSE08464,n:m,
HUMAN09071,MOUSE08465,n:m,
HUMAN09071,MOUSE08467,n:m,
HUMAN09071,MOUSE08469,n:m,
HUMAN09071,MOUSE08472,n:m,
HUMAN09071,MOUSE08473,n:m,757852
HUMAN09071,MOUSE08475,n:m,
HUMAN09071,MOUSE08478,n:m,
HUMAN09071,MOUSE08482,n:m,
HUMAN09071,MOUSE08484,n:m,
HUMAN09071,MOUSE08487,n:m,
HUMAN09071,MOUSE08489,n:m,
HUMAN09071,MOUSE08490,n:m,
HUMAN09071,MOUSE08492,n:m,
HUMAN09071,MOUSE08494,n:m,
HUMAN09071,MOUSE08496,n:m,
HUMAN09071,MOUSE08497,n:m,
HUMAN09071,MOUSE08498,n:m,
HUMAN09071,MOUSE08500,n:m,
HUMAN09071,MOUSE08501,n:m,
HUMAN09072,MOUSE08364,n:m,
HUMAN09072,MOUSE08368,n:m,
HUMAN09072,MOUSE08370,n:m,
HUMAN09072,MOUSE08378,n:m,
HUMAN09072,MOUSE08404,n:m,
HUMAN09072,MOUSE08405,n:m,
HUMAN09072,MOUSE08408,n:m,
HUMAN09072,MOUSE08409,n:m,
HUMAN09072,MOUSE08411,n:m,
HUMAN09072,MOUSE08413,n:m,
HUMAN09072,MOUSE08414,n:m,
HUMAN09072,MOUSE08418,n:m,
HUMAN09072,MOUSE08420,n:m,
HUMAN09072,MOUSE08422,n:m,
HUMAN09072,MOUSE08424,n:m,
HUMAN09072,MOUSE08426,n:m,
HUMAN09072,MOUSE08427,n:m,
HUMAN09072,MOUSE08430,n:m,
HUMAN09072,MOUSE08431,n:m,
HUMAN09072,MOUSE08433,n:m,
HUMAN09072,MOUSE08434,n:m,
HUMAN09072,MOUSE08436,n:m,
HUMAN09072,MOUSE08438,n:m,
HUMAN09072,MOUSE08439,n:m,
HUMAN09072,MOUSE08441,n:m,
HUMAN09072,MOUSE08450,n:m,
HUMAN09072,MOUSE08451,n:m,
HUMAN09072,MOUSE08453,n:m,
HUMAN09072,MOUSE08456,n:m,
HUMAN09072,MOUSE08457,n:m,
HUMAN09072,MOUSE08458,n:m,
HUMAN09072,MOUSE08461,n:m,
HUMAN09072,MOUSE08462,n:m,
HUMAN09072,MOUSE08464,n:m,
HUMAN09072,MOUSE08465,n:m,
HUMAN09072,MOUSE08467,n:m,
HUMAN09072,MOUSE08469,n:m,
HUMAN09072,MOUSE08472,n:m,
HUMAN09072,MOUSE08473,n:m,
HUMAN09072,MOUSE08475,n:m,
HUMAN09072,MOUSE08478,n:m,
HUMAN09072,MOUSE08482,n:m,
HUMAN09072,MOUSE08484,n:m,
HUMAN09072,MOUSE08487,n:m,
HUMAN09072,MOUSE08489,n:m,
HUMAN09072,MOUSE08490,n:m,
HUMAN09072,MOUSE08492,n:m,
HUMAN09072,MOUSE08494,n:m,
HUMAN09072,MOUSE08496,n:m,
HUMAN09072,MOUSE08497,n:m,
HUMAN09072,MOUSE08498,n:m,
HUMAN09072,MOUSE08500,n:m,
HUMAN09072,MOUSE08501,n:m,757588
HUMAN09073,MOUSE08366,n:m,
HUMAN09073,MOUSE08380,n:m,
HUMAN09073,MOUSE08384,n:m,
HUMAN09073,MOUSE08385,n:m,
HUMAN09073,MOUSE08387,n:m,
HUMAN09073,MOUSE08391,n:m,
HUMAN09073,MOUSE08394,n:m,
HUMAN09074,MOUSE08373,n:m,
HUMAN09074,MOUSE08375,n:m,
HUMAN09074,MOUSE08376,n:m,757618
HUMAN09074,MOUSE08389,n:m,
HUMAN09075,MOUSE08402,n:m,
HUMAN09075,MOUSE08445,n:m,
HUMAN09075,MOUSE08449,n:m,
HUMAN09075,MOUSE08455,n:m,
HUMAN09075,MOUSE08460,n:m,757679
HUMAN09075,MOUSE08470,n:m,
HUMAN09075,MOUSE08474,n:m,
HUMAN09075,MOUSE08480,n:m,
HUMAN09075,MOUSE08485,n:m,
HUMAN09076,MOUSE08338,n:m,
HUMAN09076,MOUSE08340,n:m,
HUMAN09076,MOUSE08343,n:m,
HUMAN09076,MOUSE08346,n:m,
HUMAN09076,MOUSE08350,n:m,
HUMAN09076,MOUSE08357,n:m,
HUMAN09076,MOUSE08398,n:m,
HUMAN09076,MOUSE08401,n:m,
HUMAN09077,MOUSE08338,n:m,
HUMAN09077,MOUSE08340,n:m,
HUMAN09077,MOUSE08343,n:m,
HUMAN09077,MOUSE08346,n:m,
HUMAN09077,MOUSE08350,n:m,
HUMAN09077,MOUSE08357,n:m,
HUMAN09077,MOUSE08398,n:m,
HUMAN09077,MOUSE08401,n:m,
HUMAN09079,MOUSE08338,n:m,
HUMAN09079,MOUSE08340,n:m,
HUMAN09079,MOUSE08343,n:m,
HUMAN09079,MOUSE08346,n:m,
HUMAN09079,MOUSE08350,n:m,
HUMAN09079,MOUSE08357,n:m,757593
HUMAN09079,MOUSE08398,n:m,
HUMAN09079,MOUSE08401,n:m,
HUMAN09083,MOUSE08364,n:m,
HUMAN09083,MOUSE08368,n:m,
HUMAN09083,MOUSE08370,n:m,
HUMAN09083,MOUSE08378,n:m,
HUMAN09083,MOUSE08404,n:m,
HUMAN09083,MOUSE08405,n:m,
HUMAN09083,MOUSE08408,n:m,
HUMAN09083,MOUSE08409,n:m,
HUMAN09083,MOUSE08411,n:m,
HUMAN09083,MOUSE08413,n:m,
HUMAN09083,MOUSE08414,n:m,
HUMAN09083,MOUSE08418,n:m,
HUMAN09083,MOUSE08420,n:m,
HUMAN09083,MOUSE08422,n:m,
HUMAN09083,MOUSE08424,n:m,
HUMAN09083,MOUSE08426,n:m,
HUMAN09083,MOUSE08427,n:m,
HUMAN09083,MOUSE08430,n:m,
HUMAN09083,MOUSE08431,n:m,
HUMAN09083,MOUSE08433,n:m,
HUMAN09083,MOUSE08434,n:m,
HUMAN09083,MOUSE08436,n:m,
HUMAN09083,MOUSE08438,n:m,
HUMAN09083,MOUSE08439,n:m,
HUMAN09083,MOUSE08441,n:m,
HUMAN09083,MOUSE08450,n:m,
HUMAN09083,MOUSE08451,n:m,
HUMAN09083,MOUSE08453,n:m,
HUMAN09083,MOUSE08456,n:m,
HUMAN09083,MOUSE08457,n:m,
HUMAN09083,MOUSE08458,n:m,
HUMAN09083,MOUSE08461,n:m,
HUMAN09083,MOUSE08462,n:m,
HUMAN09083,MOUSE08464,n:m,
HUMAN09083,MOUSE08465,n:m,
HUMAN09083,MOUSE08467,n:m,
HUMAN09083,MOUSE08469,n:m,
HUMAN09083,MOUSE08472,n:m,
HUMAN09083,MOUSE08473,n:m,
HUMAN09083,MOUSE08475,n:m,
HUMAN09083,MOUSE08478,n:m,
HUMAN09083,MOUSE08482,n:m,
HUMAN09083,MOUSE08484,n:m,
HUMAN09083,MOUSE08487,n:m,
HUMAN09083,MOUSE08489,n:m,
HUMAN09083,MOUSE08490,n:m,
HUMAN09083,MOUSE08492,n:m,
HUMAN09083,MOUSE08494,n:m,
HUMAN09083,MOUSE08496,n:m,
HUMAN09083,MOUSE08497,n:m,757669
HUMAN09083,MOUSE08498,n:m,
HUMAN09083,MOUSE08500,n:m,
HUMAN09083,MOUSE08501,n:m,
HUMAN09085,MOUSE08359,n:1,
HUMAN09086,MOUSE08338,n:m,
HUMAN09086,MOUSE08340,n:m,
HUMAN09086,MOUSE08343,n:m,
HUMAN09086,MOUSE08346,n:m,
HUMAN09086,MOUSE08350,n:m,
HUMAN09086,MOUSE08357,n:m,
HUMAN09086,MOUSE08398,n:m,
HUMAN09086,MOUSE08401,n:m,
HUMAN09087,MOUSE08364,n:m,
HUMAN09087,MOUSE08368,n:m,
HUMAN09087,MOUSE08370,n:m,
HUMAN09087,MOUSE08378,n:m,
HUMAN09087,MOUSE08404,n:m,
HUMAN09087,MOUSE08405,n:m,
HUMAN09087,MOUSE08408,n:m,
HUMAN09087,MOUSE08409,n:m,
HUMAN09087,MOUSE08411,n:m,
HUMAN09087,MOUSE08413,n:m,
HUMAN09087,MOUSE08414,n:m,
HUMAN09087,MOUSE08418,n:m,
HUMAN09087,MOUSE08420,n:m,
HUMAN09087,MOUSE08422,n:m,
HUMAN09087,MOUSE08424,n:m,
HUMAN09087,MOUSE08426,n:m,
HUMAN09087,MOUSE08427,n:m,
HUMAN09087,MOUSE08430,n:m,
HUMAN09087,MOUSE08431,n:m,
HUMAN09087,MOUSE08433,n:m,
HUMAN09087,MOUSE08434,n:m,
HUMAN09087,MOUSE08436,n:m,
HUMAN09087,MOUSE08438,n:m,
HUMAN09087,MOUSE08439,n:m,
HUMAN09087,MOUSE08441,n:m,
HUMAN09087,MOUSE08450,n:m,
HUMAN09087,MOUSE08451,n:m,
HUMAN09087,MOUSE08453,n:m,757861
HUMAN09087,MOUSE08456,n:m,
HUMAN09087,MOUSE08457,n:m,
HUMAN09087,MOUSE08458,n:m,
HUMAN09087,MOUSE08461,n:m,
HUMAN09087,MOUSE08462,n:m,
HUMAN09087,MOUSE08464,n:m,
HUMAN09087,MOUSE08465,n:m,
HUMAN09087,MOUSE08467,n:m,
HUMAN09087,MOUSE08469,n:m,
HUMAN09087,MOUSE08472,n:m,
HUMAN09087,MOUSE08473,n:m,
HUMAN09087,MOUSE08475,n:m,
HUMAN09087,MOUSE08478,n:m,
HUMAN09087,MOUSE08482,n:m,
HUMAN09087,MOUSE08484,n:m,
HUMAN09087,MOUSE08487,n:m,
HUMAN09087,MOUSE08489,n:m,
HUMAN09087,MOUSE08490,n:m,
HUMAN09087,MOUSE08492,n:m,
HUMAN09087,MOUSE08494,n:m,
HUMAN09087,MOUSE08496,n:m,
HUMAN09087,MOUSE08497,n:m,
HUMAN09087,MOUSE08498,n:m,
HUMAN09087,MOUSE08500,n:m,
HUMAN09087,MOUSE08501,n:m,
HUMAN09088,MOUSE08402,n:m,
HUMAN09088,MOUSE08445,n:m,
HUMAN09088,MOUSE08449,n:m,
HUMAN09088,MOUSE08455,n:m,
HUMAN09088,MOUSE08460,n:m,
HUMAN09088,MOUSE08470,n:m,
HUMAN09088,MOUSE08474,n:m,757623
HUMAN09088,MOUSE08480,n:m,
HUMAN09088,MOUSE08485,n:m,
HUMAN09089,MOUSE08366,n:m,
HUMAN09089,MOUSE08380,n:m,
HUMAN09089,MOUSE08384,n:m,
HUMAN09089,MOUSE08385,n:m,
HUMAN09089,MOUSE08387,n:m,
HUMAN09089,MOUSE08391,n:m,
HUMAN09089,MOUSE08394,n:m,
HUMAN09091,MOUSE08366,n:m,
HUMAN09091,MOUSE08380,n:m,757860
HUMAN09091,MOUSE08384,n:m,
HUMAN09091,MOUSE08385,n:m,
HUMAN09091,MOUSE08387,n:m,
HUMAN09091,MOUSE08391,n:m,
HUMAN09091,MOUSE08394,n:m,
HUMAN09093,MOUSE08366,n:m,757854
HUMAN09093,MOUSE08380,n:m,
HUMAN09093,MOUSE08384,n:m,
HUMAN09093,MOUSE08385,n:m,
HUMAN09093,MOUSE08387,n:m,
HUMAN09093,MOUSE08391,n:m,
HUMAN09093,MOUSE08394,n:m,
HUMAN09094,MOUSE08338,n:m,
HUMAN09094,MOUSE08340,n:m,
HUMAN09094,MOUSE08343,n:m,
HUMAN09094,MOUSE08346,n:m,
HUMAN09094,MOUSE08350,n:m,
HUMAN09094,MOUSE08357,n:m,
HUMAN09094,MOUSE08398,n:m,
HUMAN09094,MOUSE08401,n:m,
HUMAN09095,MOUSE08338,n:m,
HUMAN09095,MOUSE08340,n:m,
HUMAN09095,MOUSE08343,n:m,
HUMAN09095,MOUSE08346,n:m,757561
HUMAN09095,MOUSE08350,n:m,
HUMAN09095,MOUSE08357,n:m,
HUMAN09095,MOUSE08398,n:m,
HUMAN09095,MOUSE08401,n:m,
HUMAN09096,MOUSE08366,n:m,
HUMAN09096,MOUSE08380,n:m,
HUMAN09096,MOUSE08384,n:m,
HUMAN09096,MOUSE08385,n:m,
HUMAN09096,MOUSE08387,n:m,
HUMAN09096,MOUSE08391,n:m,
HUMAN09096,MOUSE08394,n:m,
HUMAN09097,MOUSE08338,n:m,
HUMAN09097,MOUSE08340,n:m,
HUMAN09097,MOUSE08343,n:m,
HUMAN09097,MOUSE08346,n:m,
HUMAN09097,MOUSE08350,n:m,
HUMAN09097,MOUSE08357,n:m,
HUMAN09097,MOUSE08398,n:m,
HUMAN09097,MOUSE08401,n:m,
HUMAN09098,MOUSE08364,n:m,
HUMAN09098,MOUSE08368,n:m,
HUMAN09098,MOUSE08370,n:m,
HUMAN09098,MOUSE08378,n:m,
HUMAN09098,MOUSE08404,n:m,
HUMAN09098,MOUSE08405,n:m,
HUMAN09098,MOUSE08408,n:m,
HUMAN09098,MOUSE08409,n:m,
HUMAN09098,MOUSE08411,n:m,
HUMAN09098,MOUSE08413,n:m,
HUMAN09098,MOUSE08414,n:m,
HUMAN09098,MOUSE08418,n:m,
HUMAN09098,MOUSE08420,n:m,
HUMAN09098,MOUSE08422,n:m,
HUMAN09098,MOUSE08424,n:m,
HUMAN09098,MOUSE08426,n:m,
HUMAN09098,MOUSE08427,n:m,
HUMAN09098,MOUSE08430,n:m,
HUMAN09098,MOUSE08431,n:m,
HUMAN09098,MOUSE08433,n:m,
HUMAN09098,MOUSE08434,n:m,
HUMAN09098,MOUSE08436,n:m,
HUMAN09098,MOUSE08438,n:m,
HUMAN09098,MOUSE08439,n:m,
HUMAN09098,MOUSE08441,n:m,
HUMAN09098,MOUSE08450,n:m,
HUMAN09098,MOUSE08451,n:m,
HUMAN09098,MOUSE08453,n:m,
HUMAN09098,MOUSE08456,n:m,
HUMAN09098,MOUSE08457,n:m,
HUMAN09098,MOUSE08458,n:m,
HUMAN09098,MOUSE08461,n:m,
HUMAN09098,MOUSE08462,n:m,
HUMAN09098,MOUSE08464,n:m,
HUMAN09098,MOUSE08465,n:m,
HUMAN09098,MOUSE08467,n:m,
HUMAN09098,MOUSE08469,n:m,
HUMAN09098,MOUSE08472,n:m,
HUMAN09098,MOUSE08473,n:m,
HUMAN09098,MOUSE08475,n:m,
HUMAN09098,MOUSE08478,n:m,
HUMAN09098,MOUSE08482,n:m,
HUMAN09098,MOUSE08484,n:m,
HUMAN09098,MOUSE08487,n:m,
HUMAN09098,MOUSE08489,n:m,
HUMAN09098,MOUSE08490,n:m,
HUMAN09098,MOUSE08492,n:m,
HUMAN09098,MOUSE08494,n:m,757684
HUMAN09098,MOUSE08496,n:m,
HUMAN09098,MOUSE08497,n:m,
HUMAN09098,MOUSE08498,n:m,
HUMAN09098,MOUSE08500,n:m,
HUMAN09098,MOUSE08501,n:m,
HUMAN09099,MOUSE08364,n:m,
HUMAN09099,MOUSE08368,n:m,
HUMAN09099,MOUSE08370,n:m,
HUMAN09099,MOUSE08378,n:m,
HUMAN09099,MOUSE08404,n:m,
HUMAN09099,MOUSE08405,n:m,
HUMAN09099,MOUSE08408,n:m,
HUMAN09099,MOUSE08409,n:m,
HUMAN09099,MOUSE08411,n:m,
HUMAN09099,MOUSE08413,n:m,
HUMAN09099,MOUSE08414,n:m,
HUMAN09099,MOUSE08418,n:m,
HUMAN09099,MOUSE08420,n:m,
HUMAN09099,MOUSE08422,n:m,
HUMAN09099,MOUSE08424,n:m,
HUMAN09099,MOUSE08426,n:m,
HUMAN09099,MOUSE08427,n:m,
HUMAN09099,MOUSE08430,n:m,
HUMAN09099,MOUSE08431,n:m,
HUMAN09099,MOUSE08433,n:m,
HUMAN09099,MOUSE08434,n:m,
HUMAN09099,MOUSE08436,n:m,
HUMAN09099,MOUSE08438,n:m,
HUMAN09099,MOUSE08439,n:m,
HUMAN09099,MOUSE08441,n:m,
HUMAN09099,MOUSE08450,n:m,
HUMAN09099,MOUSE08451,n:m,
HUMAN09099,MOUSE08453,n:m,
HUMAN09099,MOUSE08456,n:m,
HUMAN09099,MOUSE08457,n:m,
HUMAN09099,MOUSE08458,n:m,
HUMAN09099,MOUSE08461,n:m,
HUMAN09099,MOUSE08462,n:m,
HUMAN09099,MOUSE08464,n:m,
HUMAN09099,MOUSE08465,n:m,
HUMAN09099,MOUSE08467,n:m,
HUMAN09099,MOUSE08469,n:m,
HUMAN09099,MOUSE08472,n:m,
HUMAN09099,MOUSE08473,n:m,
HUMAN09099,MOUSE08475,n:m,757848
HUMAN09099,MOUSE08478,n:m,
HUMAN09099,MOUSE08482,n:m,
HUMAN09099,MOUSE08484,n:m,
HUMAN09099,MOUSE08487,n:m,
HUMAN09099,MOUSE08489,n:m,
HUMAN09099,MOUSE08490,n:m,
HUMAN09099,MOUSE08492,n:m,
HUMAN09099,MOUSE08494,n:m,
HUMAN09099,MOUSE08496,n:m,
HUMAN09099,MOUSE08497,n:m,
HUMAN09099,MOUSE08498,n:m,
HUMAN09099,MOUSE08500,n:m,
HUMAN09099,MOUSE08501,n:m,
HUMAN09100,MOUSE08359,n:1,
HUMAN09101,MOUSE08361,n:m,
HUMAN09101,MOUSE08362,n:m,
HUMAN09101,MOUSE08365,n:m,
HUMAN09101,MOUSE08371,n:m,
HUMAN09101,MOUSE08377,n:m,
HUMAN09101,MOUSE08382,n:m,
HUMAN09101,MOUSE08392,n:m,
HUMAN09101,MOUSE08395,n:m,
HUMAN09101,MOUSE08400,n:m,757738
HUMAN09101,MOUSE08403,n:m,
HUMAN09102,MOUSE08364,n:m,
HUMAN09102,MOUSE08368,n:m,
HUMAN09102,MOUSE08370,n:m,
HUMAN09102,MOUSE08378,n:m,
HUMAN09102,MOUSE08404,n:m,
HUMAN09102,MOUSE08405,n:m,
HUMAN09102,MOUSE08408,n:m,
HUMAN09102,MOUSE08409,n:m,
HUMAN09102,MOUSE08411,n:m,
HUMAN09102,MOUSE08413,n:m,
HUMAN09102,MOUSE08414,n:m,
HUMAN09102,MOUSE08418,n:m,
HUMAN09102,MOUSE08420,n:m,
HUMAN09102,MOUSE08422,n:m,
HUMAN09102,MOUSE08424,n:m,
HUMAN09102,MOUSE08426,n:m,
HUMAN09102,MOUSE08427,n:m,
HUMAN09102,MOUSE08430,n:m,
HUMAN09102,MOUSE08431,n:m,
HUMAN09102,MOUSE08433,n:m,
HUMAN09102,MOUSE08434,n:m,
HUMAN09102,MOUSE08436,n:m,
HUMAN09102,MOUSE08438,n:m,
HUMAN09102,MOUSE08439,n:m,
HUMAN09102,MOUSE08441,n:m,
HUMAN09102,MOUSE08450,n:m,
HUMAN09102,MOUSE08451,n:m,
HUMAN09102,MOUSE08453,n:m,
HUMAN09102,MOUSE08456,n:m,
HUMAN09102,MOUSE08457,n:m,
HUMAN09102,MOUSE08458,n:m,
HUMAN09102,MOUSE08461,n:m,
HUMAN09102,MOUSE08462,n:m,
HUMAN09102,MOUSE08464,n:m,
HUMAN09102,MOUSE08465,n:m,
HUMAN09102,MOUSE08467,n:m,
HUMAN09102,MOUSE08469,n:m,
HUMAN09102,MOUSE08472,n:m,
HUMAN09102,MOUSE08473,n:m,
HUMAN09102,MOUSE08475,n:m,
HUMAN09102,MOUSE08478,n:m,
HUMAN09102,MOUSE08482,n:m,
HUMAN09102,MOUSE08484,n:m,
HUMAN09102,MOUSE08487,n:m,
HUMAN09102,MOUSE08489,n:m,
HUMAN09102,MOUSE08490,n:m,
HUMAN09102,MOUSE08492,n:m,
HUMAN09102,MOUSE08494,n:m,
HUMAN09102,MOUSE08496,n:m,
HUMAN09102,MOUSE08497,n:m,
HUMAN09102,MOUSE08498,n:m,
HUMAN09102,MOUSE08500,n:m,
HUMAN09102,MOUSE08501,n:m,
HUMAN09103,MOUSE08338,n:m,
HUMAN09103,MOUSE08340,n:m,
HUMAN09103,MOUSE08343,n:m,
HUMAN09103,MOUSE08346,n:m,
HUMAN09103,MOUSE08350,n:m,
HUMAN09103,MOUSE08357,n:m,
HUMAN09103,MOUSE08398,n:m,
HUMAN09103,MOUSE08401,n:m,
HUMAN09104,MOUSE08364,n:m,
HUMAN09104,MOUSE08368,n:m,
HUMAN09104,MOUSE08370,n:m,
HUMAN09104,MOUSE08378,n:m,
HUMAN09104,MOUSE08404,n:m,
HUMAN09104,MOUSE08405,n:m,
HUMAN09104,MOUSE08408,n:m,
HUMAN09104,MOUSE08409,n:m,
HUMAN09104,MOUSE08411,n:m,
HUMAN09104,MOUSE08413,n:m,
HUMAN09104,MOUSE08414,n:m,
HUMAN09104,MOUSE08418,n:m,
HUMAN09104,MOUSE08420,n:m,
HUMAN09104,MOUSE08422,n:m,
HUMAN09104,MOUSE08424,n:m,
HUMAN09104,MOUSE08426,n:m,
HUMAN09104,MOUSE08427,n:m,
HUMAN09104,MOUSE08430,n:m,
HUMAN09104,MOUSE08431,n:m,
HUMAN09104,MOUSE08433,n:m,
HUMAN09104,MOUSE08434,n:m,
HUMAN09104,MOUSE08436,n:m,
HUMAN09104,MOUSE08438,n:m,
HUMAN09104,MOUSE08439,n:m,
HUMAN09104,MOUSE08441,n:m,
HUMAN09104,MOUSE08450,n:m,
HUMAN09104,MOUSE08451,n:m,
HUMAN09104,MOUSE08453,n:m,
HUMAN09104,MOUSE08456,n:m,
HUMAN09104,MOUSE08457,n:m,757863
HUMAN09104,MOUSE08458,n:m,
HUMAN09104,MOUSE08461,n:m,
HUMAN09104,MOUSE08462,n:m,
HUMAN09104,MOUSE08464,n:m,
HUMAN09104,MOUSE08465,n:m,
HUMAN09104,MOUSE08467,n:m,
HUMAN09104,MOUSE08469,n:m,
HUMAN09104,MOUSE08472,n:m,
HUMAN09104,MOUSE08473,n:m,
HUMAN09104,MOUSE08475,n:m,
HUMAN09104,MOUSE08478,n:m,
HUMAN09104,MOUSE08482,n:m,
HUMAN09104,MOUSE08484,n:m,
HUMAN09104,MOUSE08487,n:m,
HUMAN09104,MOUSE08489,n:m,
HUMAN09104,MOUSE08490,n:m,
HUMAN09104,MOUSE08492,n:m,
HUMAN09104,MOUSE08494,n:m,
HUMAN09104,MOUSE08496,n:m,
HUMAN09104,MOUSE08497,n:m,
HUMAN09104,MOUSE08498,n:m,
HUMAN09104,MOUSE08500,n:m,
HUMAN09104,MOUSE08501,n:m,
HUMAN09105,MOUSE08366,n:m,
HUMAN09105,MOUSE08380,n:m,
HUMAN09105,MOUSE08384,n:m,
HUMAN09105,MOUSE08385,n:m,
HUMAN09105,MOUSE08387,n:m,
HUMAN09105,MOUSE08391,n:m,757627
HUMAN09105,MOUSE08394,n:m,
HUMAN09106,MOUSE08366,n:m,
HUMAN09106,MOUSE08380,n:m,
HUMAN09106,MOUSE08384,n:m,
HUMAN09106,MOUSE08385,n:m,
HUMAN09106,MOUSE08387,n:m,
HUMAN09106,MOUSE08391,n:m,
HUMAN09106,MOUSE08394,n:m,
HUMAN09107,MOUSE08338,n:m,757582
HUMAN09107,MOUSE08340,n:m,
HUMAN09107,MOUSE08343,n:m,
HUMAN09107,MOUSE08346,n:m,
HUMAN09107,MOUSE08350,n:m,
HUMAN09107,MOUSE08357,n:m,
HUMAN09107,MOUSE08398,n:m,
HUMAN09107,MOUSE08401,n:m,
HUMAN09108,MOUSE08338,n:m,
HUMAN09108,MOUSE08340,n:m,
HUMAN09108,MOUSE08343,n:m,
HUMAN09108,MOUSE08346,n:m,
HUMAN09108,MOUSE08350,n:m,
HUMAN09108,MOUSE08357,n:m,
HUMAN09108,MOUSE08398,n:m,
HUMAN09108,MOUSE08401,n:m,
HUMAN09109,MOUSE08364,n:m,
HUMAN09109,MOUSE08368,n:m,
HUMAN09109,MOUSE08370,n:m,
HUMAN09109,MOUSE08378,n:m,
HUMAN09109,MOUSE08404,n:m,
HUMAN09109,MOUSE08405,n:m,
HUMAN09109,MOUSE08408,n:m,
HUMAN09109,MOUSE08409,n:m,
HUMAN09109,MOUSE08411,n:m,
HUMAN09109,MOUSE08413,n:m,
HUMAN09109,MOUSE08414,n:m,
HUMAN09109,MOUSE08418,n:m,
