"","Gen","Ard","Arc"
"4218","MIR128-1","diabetes","endocrine/diabetes"
"4219","SCD5","diabetes","endocrine/diabetes"
"4220","CYP2E1","diabetes","endocrine/diabetes"
"4221","RAPGEF4","diabetes","endocrine/diabetes"
"4222","WDR5","diabetes","endocrine/diabetes"
"4223","FGF2","diabetes","endocrine/diabetes"
"4224","PLD2","diabetes","endocrine/diabetes"
"4225","ENTPD4","diabetes","endocrine/diabetes"
"4226","ANGPT2","diabetes","endocrine/diabetes"
"4227","ARID1B","diabetes","endocrine/diabetes"
"4228","E2F5","diabetes","endocrine/diabetes"
"4229","AKT1","diabetes","endocrine/diabetes"
"4230","PIK3CA","diabetes","endocrine/diabetes"
"4231","MAPK10","diabetes","endocrine/diabetes"
"4232","ST3GAL2","diabetes","endocrine/diabetes"
"4233","GABARAP","diabetes","endocrine/diabetes"
"4234","PIK3CD","diabetes","endocrine/diabetes"
"4235","PSEN1","diabetes","endocrine/diabetes"
"4236","PLIN2","diabetes","endocrine/diabetes"
"4237","CAMK2G","diabetes","endocrine/diabetes"
"4238","AGPAT2","diabetes","endocrine/diabetes"
"4239","IL31","diabetes","endocrine/diabetes"
"4240","AK7","diabetes","endocrine/diabetes"
"4241","PI4K2B","diabetes","endocrine/diabetes"
"4242","ALOX5","diabetes","endocrine/diabetes"
"4243","ENPP2","diabetes","endocrine/diabetes"
"4244","GUCY2F","diabetes","endocrine/diabetes"
"4245","MIR125A","diabetes","endocrine/diabetes"
"4246","ITGAE","diabetes","endocrine/diabetes"
"4247","ADH4","diabetes","endocrine/diabetes"
"4248","PRKCG","diabetes","endocrine/diabetes"
"4249","MINPP1","diabetes","endocrine/diabetes"
"4250","GDPD3","diabetes","endocrine/diabetes"
"4251","D1251","diabetes","endocrine/diabetes"
"4252","INPP5B","diabetes","endocrine/diabetes"
"4253","STK3","diabetes","endocrine/diabetes"
"4254","ABAT","diabetes","endocrine/diabetes"
"4255","PIK3CB","diabetes","endocrine/diabetes"
"4256","WWP1","diabetes","endocrine/diabetes"
"4257","FADS2","diabetes","endocrine/diabetes"
"4258","TUBB2A","diabetes","endocrine/diabetes"
"4259","EFNA5","diabetes","endocrine/diabetes"
"4260","PDGFA","diabetes","endocrine/diabetes"
"4261","SMURF2","diabetes","endocrine/diabetes"
"4262","VEGFA","diabetes","endocrine/diabetes"
"4263","FBP1","diabetes","endocrine/diabetes"
"4264","ENPP6","diabetes","endocrine/diabetes"
"4265","AK6","diabetes","endocrine/diabetes"
"4266","TUBB","diabetes","endocrine/diabetes"
"4267","PIK3R3","diabetes","endocrine/diabetes"
"4268","CACNA2D3","diabetes","endocrine/diabetes"
"4269","MTOR","diabetes","endocrine/diabetes"
"4270","AGPAT1","diabetes","endocrine/diabetes"
"4271","ACSL5","diabetes","endocrine/diabetes"
"4272","IL11","diabetes","endocrine/diabetes"
"4273","RILP","diabetes","endocrine/diabetes"
"4274","PDGFC","diabetes","endocrine/diabetes"
"4275","D1348","diabetes","endocrine/diabetes"
"4276","ACSBG2","diabetes","endocrine/diabetes"
"4277","VEGFB","diabetes","endocrine/diabetes"
"4278","HPRT1","diabetes","endocrine/diabetes"
"4279","IL27","diabetes","endocrine/diabetes"
"4280","GALNT18","diabetes","endocrine/diabetes"
"4281","ADH1C","diabetes","endocrine/diabetes"
"4282","IPMK","diabetes","endocrine/diabetes"
"4283","SMAD3","diabetes","endocrine/diabetes"
"4284","NEDD4L","diabetes","endocrine/diabetes"
"4285","SCD","diabetes","endocrine/diabetes"
"4286","XCR1","diabetes","endocrine/diabetes"
"4287","CYP4F3","diabetes","endocrine/diabetes"
"4288","CXCR6","diabetes","endocrine/diabetes"
"4289","PIK3CG","diabetes","endocrine/diabetes"
"4290","CACNB3","diabetes","endocrine/diabetes"
"4291","DPF1","diabetes","endocrine/diabetes"
"4292","PLCB1","diabetes","endocrine/diabetes"
"4293","TRAF6","diabetes","endocrine/diabetes"
"4294","EFNA3","diabetes","endocrine/diabetes"
"4295","PXN","diabetes","endocrine/diabetes"
"4296","LIPF","diabetes","endocrine/diabetes"
"4297","ACSL1","diabetes","endocrine/diabetes"
"4298","RASGRP1","diabetes","endocrine/diabetes"
"4299","GRB2","diabetes","endocrine/diabetes"
"4300","GALNT10","diabetes","endocrine/diabetes"
"4301","CCND3","diabetes","endocrine/diabetes"
"4302","EREG","diabetes","endocrine/diabetes"
"4303","PRKCD","diabetes","endocrine/diabetes"
"4304","GALNT1","diabetes","endocrine/diabetes"
"4305","SMARCD1","diabetes","endocrine/diabetes"
"4306","D1526","diabetes","endocrine/diabetes"
"4307","SHC3","diabetes","endocrine/diabetes"
"4308","CYP27A1","diabetes","endocrine/diabetes"
"4309","PTGS1","diabetes","endocrine/diabetes"
"4310","DGKK","diabetes","endocrine/diabetes"
"4311","CCR8","diabetes","endocrine/diabetes"
"4312","ITGA4","diabetes","endocrine/diabetes"
"4313","PRKCZ","diabetes","endocrine/diabetes"
"4314","CTNNB1","diabetes","endocrine/diabetes"
"4315","GALNT3","diabetes","endocrine/diabetes"
"4316","WIPI2","diabetes","endocrine/diabetes"
"4317","MAP2K7","diabetes","endocrine/diabetes"
"4318","ITPR3","diabetes","endocrine/diabetes"
"4319","EGFR","diabetes","endocrine/diabetes"
"4320","GALNT4","diabetes","endocrine/diabetes"
"4321","MET","diabetes","endocrine/diabetes"
"4322","FGFR4","diabetes","endocrine/diabetes"
"4323","HumAge","diabetes","endocrine/diabetes"
"4324","TEK","diabetes","endocrine/diabetes"
"4325","AMPD2","diabetes","endocrine/diabetes"
"4326","MDM2","diabetes","endocrine/diabetes"
"4327","PTK2","diabetes","endocrine/diabetes"
"4328","PLA2G7","diabetes","endocrine/diabetes"
"4329","PISD","diabetes","endocrine/diabetes"
"4330","MTMR14","diabetes","endocrine/diabetes"
"4331","MAOB","diabetes","endocrine/diabetes"
"4332","PRKCA","diabetes","endocrine/diabetes"
"4333","RRAS2","diabetes","endocrine/diabetes"
"4334","IMPA1","diabetes","endocrine/diabetes"
"4335","PFKM","diabetes","endocrine/diabetes"
"4336","CCNA2","diabetes","endocrine/diabetes"
"4337","LOC100509620","diabetes","endocrine/diabetes"
"4338","ADH5","diabetes","endocrine/diabetes"
"4339","NTRK1","diabetes","endocrine/diabetes"
"4340","SMARCC2","diabetes","endocrine/diabetes"
"4341","ATG12","diabetes","endocrine/diabetes"
"4342","CALML5","diabetes","endocrine/diabetes"
"4343","MAPK12","diabetes","endocrine/diabetes"
"4344","CXCR5","diabetes","endocrine/diabetes"
"4345","ACTB","diabetes","endocrine/diabetes"
"4346","AKR1B1","diabetes","endocrine/diabetes"
"4347","MIR128-2","diabetes","endocrine/diabetes"
"4348","CYP4F8","diabetes","endocrine/diabetes"
"4349","MOGAT3","diabetes","endocrine/diabetes"
"4350","ATXN3L","diabetes","endocrine/diabetes"
"4351","CHPT1","diabetes","endocrine/diabetes"
"4352","PI4KA","diabetes","endocrine/diabetes"
"4353","CYP3A4","diabetes","endocrine/diabetes"
"4354","FLT3","diabetes","endocrine/diabetes"
"4355","ITGB6","diabetes","endocrine/diabetes"
"4356","CDS2","diabetes","endocrine/diabetes"
"4357","ITGA3","diabetes","endocrine/diabetes"
"4358","NRAS","diabetes","endocrine/diabetes"
"4359","SYNJ2","diabetes","endocrine/diabetes"
"4360","SMOX","diabetes","endocrine/diabetes"
"4361","HIF1A","diabetes","endocrine/diabetes"
"4362","FGF4","diabetes","endocrine/diabetes"
"4363","VEGFC","diabetes","endocrine/diabetes"
"4364","GNA12","diabetes","endocrine/diabetes"
"4365","ADCY7","diabetes","endocrine/diabetes"
"4366","PLCB2","diabetes","endocrine/diabetes"
"4367","NOS1","diabetes","endocrine/diabetes"
"4368","CACNA1A","diabetes","endocrine/diabetes"
"4369","PLAAT2","diabetes","endocrine/diabetes"
"4370","FGF18","diabetes","endocrine/diabetes"
"4371","GNAI3","diabetes","endocrine/diabetes"
"4372","FGFR2","diabetes","endocrine/diabetes"
"4373","AK8","diabetes","endocrine/diabetes"
"4374","FGF7","diabetes","endocrine/diabetes"
"4375","ARID1A","diabetes","endocrine/diabetes"
"4376","MIR195","diabetes","endocrine/diabetes"
"4377","GALNT13","diabetes","endocrine/diabetes"
"4378","MAP1LC3C","diabetes","endocrine/diabetes"
"4379","ADCY10","diabetes","endocrine/diabetes"
"4380","AK1","diabetes","endocrine/diabetes"
"4381","FOXO6","diabetes","endocrine/diabetes"
"4382","PLCD1","diabetes","endocrine/diabetes"
"4383","CEPT1","diabetes","endocrine/diabetes"
"4384","MIR99A","diabetes","endocrine/diabetes"
"4385","PDGFB","diabetes","endocrine/diabetes"
"4386","MAPK11","diabetes","endocrine/diabetes"
"4387","CLCF1","diabetes","endocrine/diabetes"
"4388","ACOT12","diabetes","endocrine/diabetes"
"4389","IRF5","diabetes","endocrine/diabetes"
"4390","CAMK2D","diabetes","endocrine/diabetes"
"4391","FGF3","diabetes","endocrine/diabetes"
"4392","AK2","diabetes","endocrine/diabetes"
"4393","OLR1","diabetes","endocrine/diabetes"
"4394","GK","diabetes","endocrine/diabetes"
"4395","RBBP5","diabetes","endocrine/diabetes"
"4396","ADCY9","diabetes","endocrine/diabetes"
"4397","PIP5K1C","diabetes","endocrine/diabetes"
"4398","D1182","diabetes","endocrine/diabetes"
"4399","EP300","diabetes","endocrine/diabetes"
"4400","PLCD3","diabetes","endocrine/diabetes"
"4401","CREB3L1","diabetes","endocrine/diabetes"
"4402","ZBTB17","diabetes","endocrine/diabetes"
"4403","D1319","diabetes","endocrine/diabetes"
"4404","ITGB3","diabetes","endocrine/diabetes"
"4405","MAPK8","diabetes","endocrine/diabetes"
"4406","INPP1","diabetes","endocrine/diabetes"
"4407","CSF1","diabetes","endocrine/diabetes"
"4408","GMPS","diabetes","endocrine/diabetes"
"4409","TUBA1B","diabetes","endocrine/diabetes"
"4410","CACNG5","diabetes","endocrine/diabetes"
"4411","KITLG","diabetes","endocrine/diabetes"
"4412","EPN3","diabetes","endocrine/diabetes"
"4413","INPP5K","diabetes","endocrine/diabetes"
"4414","ADIPOQ","diabetes","endocrine/diabetes"
"4415","KMT2A","diabetes","endocrine/diabetes"
"4416","NR1H3","diabetes","endocrine/diabetes"
"4417","SHC2","diabetes","endocrine/diabetes"
"4418","GALNT16","diabetes","endocrine/diabetes"
"4419","CCNE2","diabetes","endocrine/diabetes"
"4420","CCR3","diabetes","endocrine/diabetes"
"4421","SH3GLB2","diabetes","endocrine/diabetes"
"4422","JAK2","diabetes","endocrine/diabetes"
"4423","MTMR6","diabetes","endocrine/diabetes"
"4424","ITGAL","diabetes","endocrine/diabetes"
"4425","CXCR2","diabetes","endocrine/diabetes"
"4426","CACNA1G","diabetes","endocrine/diabetes"
"4427","GADL1","diabetes","endocrine/diabetes"
"4428","ACTL6B","diabetes","endocrine/diabetes"
"4429","ENTPD8","diabetes","endocrine/diabetes"
"4430","GALNT14","diabetes","endocrine/diabetes"
"4431","MAPK3","diabetes","endocrine/diabetes"
"4432","AK5","diabetes","endocrine/diabetes"
"4433","AOC1","diabetes","endocrine/diabetes"
"4434","ERBB3","diabetes","endocrine/diabetes"
"4435","D1303","diabetes","endocrine/diabetes"
"4436","ST3GAL1","diabetes","endocrine/diabetes"
"4437","AOC3","diabetes","endocrine/diabetes"
"4438","CYP2C9","diabetes","endocrine/diabetes"
"4439","INPP5F","diabetes","endocrine/diabetes"
"4440","PLCG1","diabetes","endocrine/diabetes"
"4441","GDNF","diabetes","endocrine/diabetes"
"4442","CACNB1","diabetes","endocrine/diabetes"
"4443","AKT2","diabetes","endocrine/diabetes"
"4444","PNLIPRP3","diabetes","endocrine/diabetes"
"4445","POC1B-GALNT4","diabetes","endocrine/diabetes"
"4446","LPCAT4","diabetes","endocrine/diabetes"
"4447","CARNS1","diabetes","endocrine/diabetes"
"4448","CACNA2D2","diabetes","endocrine/diabetes"
"4449","GAD1","diabetes","endocrine/diabetes"
"4450","CBLC","diabetes","endocrine/diabetes"
"4451","ADCY1","diabetes","endocrine/diabetes"
"4452","CAMK2A","diabetes","endocrine/diabetes"
"4453","IMPAD1","diabetes","endocrine/diabetes"
"4454","EPS15L1","diabetes","endocrine/diabetes"
"4455","CPT1A","diabetes","endocrine/diabetes"
"4456","PCK2","diabetes","endocrine/diabetes"
"4457","PLCG2","diabetes","endocrine/diabetes"
"4458","CCR1","diabetes","endocrine/diabetes"
"4459","LYPLA1","diabetes","endocrine/diabetes"
"4460","GNAQ","diabetes","endocrine/diabetes"
"4461","ANGPT1","diabetes","endocrine/diabetes"
"4462","CDS1","diabetes","endocrine/diabetes"
"4463","MAPK9","diabetes","endocrine/diabetes"
"4464","PTK2B","diabetes","endocrine/diabetes"
"4465","RB1","diabetes","endocrine/diabetes"
"4466","ITGA1","diabetes","endocrine/diabetes"
"4467","NT5C2","diabetes","endocrine/diabetes"
"4468","IRAK1","diabetes","endocrine/diabetes"
"4469","OSM","diabetes","endocrine/diabetes"
"4470","D1268","diabetes","endocrine/diabetes"
"4471","ADCY6","diabetes","endocrine/diabetes"
"4472","B3GNT6","diabetes","endocrine/diabetes"
"4473","E2F4","diabetes","endocrine/diabetes"
"4474","PEMT","diabetes","endocrine/diabetes"
"4475","NR4A2","diabetes","endocrine/diabetes"
"4476","MTMR7","diabetes","endocrine/diabetes"
"4477","MTMR4","diabetes","endocrine/diabetes"
"4478","CNTF","diabetes","endocrine/diabetes"
"4479","FGF6","diabetes","endocrine/diabetes"
"4480","ALDH6A1","diabetes","endocrine/diabetes"
"4481","GMPR2","diabetes","endocrine/diabetes"
"4482","FOS","diabetes","endocrine/diabetes"
"4483","D1248","diabetes","endocrine/diabetes"
"4484","SH3GLB1","diabetes","endocrine/diabetes"
"4485","CBLB","diabetes","endocrine/diabetes"
"4486","SH3GL2","diabetes","endocrine/diabetes"
"4487","SDC4","diabetes","endocrine/diabetes"
"4488","SELENOI","diabetes","endocrine/diabetes"
"4489","ENTPD1","diabetes","endocrine/diabetes"
"4490","RYR2","diabetes","endocrine/diabetes"
"4491","TUBB2B","diabetes","endocrine/diabetes"
"4492","CCR5","diabetes","endocrine/diabetes"
"4493","HOMER1","diabetes","endocrine/diabetes"
"4494","HK3","diabetes","endocrine/diabetes"
"4495","IKBKB","diabetes","endocrine/diabetes"
"4496","FGF17","diabetes","endocrine/diabetes"
"4497","IGF1R","diabetes","endocrine/diabetes"
"4498","CCR9","diabetes","endocrine/diabetes"
"4499","LIF","diabetes","endocrine/diabetes"
"4500","SH3GL3","diabetes","endocrine/diabetes"
"4501","FOXO4","diabetes","endocrine/diabetes"
"4502","FABP4","diabetes","endocrine/diabetes"
"4503","ACYP1","diabetes","endocrine/diabetes"
"4504","CDK6","diabetes","endocrine/diabetes"
"4505","E2F3","diabetes","endocrine/diabetes"
"4506","PAFAH1B1","diabetes","endocrine/diabetes"
"4507","CALM3","diabetes","endocrine/diabetes"
"4508","AOC2","diabetes","endocrine/diabetes"
"4509","EPS15","diabetes","endocrine/diabetes"
"4510","CACNG3","diabetes","endocrine/diabetes"
"4511","D1523","diabetes","endocrine/diabetes"
"4512","MIR101-1","diabetes","endocrine/diabetes"
"4513","GMPR","diabetes","endocrine/diabetes"
"4514","SLC12A2","diabetes","endocrine/diabetes"
"4515","ELMO1","diabetes","endocrine/diabetes"
"4516","PIK3C2G","diabetes","endocrine/diabetes"
"4517","ATXN2","diabetes","endocrine/diabetes"
"4518","SHC4","diabetes","endocrine/diabetes"
"4519","MBOAT2","diabetes","endocrine/diabetes"
"4520","INSR","diabetes","endocrine/diabetes"
"4521","LPL","diabetes","endocrine/diabetes"
"4522","INSRR","diabetes","endocrine/diabetes"
"4523","FOXO1","diabetes","endocrine/diabetes"
"4524","PPP1CC","diabetes","endocrine/diabetes"
"4525","PNPLA6","diabetes","endocrine/diabetes"
"4526","LGR4","diabetes","endocrine/diabetes"
"4527","B3GNT3","diabetes","endocrine/diabetes"
"4528","ALOX12B","diabetes","endocrine/diabetes"
"4529","IL6","diabetes","endocrine/diabetes"
"4530","VEGFD","diabetes","endocrine/diabetes"
"4531","PLIN1","diabetes","endocrine/diabetes"
"4532","CEBPA","diabetes","endocrine/diabetes"
"4533","ITGB8","diabetes","endocrine/diabetes"
"4534","EPN2","diabetes","endocrine/diabetes"
"4535","EPN1","diabetes","endocrine/diabetes"
"4536","D1156","diabetes","endocrine/diabetes"
"4537","PNPLA3","diabetes","endocrine/diabetes"
"4538","JAK1","diabetes","endocrine/diabetes"
"4539","PRKACB","diabetes","endocrine/diabetes"
"4540","SMAD4","diabetes","endocrine/diabetes"
"4541","BCL2","diabetes","endocrine/diabetes"
"4542","ATXN3","diabetes","endocrine/diabetes"
"4543","SP1","diabetes","endocrine/diabetes"
"4544","ALOX15","diabetes","endocrine/diabetes"
"4545","CRK","diabetes","endocrine/diabetes"
"4546","SMURF1","diabetes","endocrine/diabetes"
"4547","PIK3C2B","diabetes","endocrine/diabetes"
"4548","LGR5","diabetes","endocrine/diabetes"
"4549","D1092","diabetes","endocrine/diabetes"
"4550","MIR23A","diabetes","endocrine/diabetes"
"4551","GABARAPL2","diabetes","endocrine/diabetes"
"4552","SMARCD2","diabetes","endocrine/diabetes"
"4553","MAPK13","diabetes","endocrine/diabetes"
"4554","RELA","diabetes","endocrine/diabetes"
"4555","SRC","diabetes","endocrine/diabetes"
"4556","IGF2","diabetes","endocrine/diabetes"
"4557","GALNT2","diabetes","endocrine/diabetes"
"4558","ITGA2B","diabetes","endocrine/diabetes"
"4559","KRAS","diabetes","endocrine/diabetes"
"4560","E2F2","diabetes","endocrine/diabetes"
"4561","RB1CC1","diabetes","endocrine/diabetes"
"4562","CCND2","diabetes","endocrine/diabetes"
"4563","MIR210","diabetes","endocrine/diabetes"
"4564","OCRL","diabetes","endocrine/diabetes"
"4565","ENTPD5","diabetes","endocrine/diabetes"
"4566","IGF1","diabetes","endocrine/diabetes"
"4567","TUBA1A","diabetes","endocrine/diabetes"
"4568","CRKL","diabetes","endocrine/diabetes"
"4569","SH3GL1","diabetes","endocrine/diabetes"
"4570","MIR103A2","diabetes","endocrine/diabetes"
"4571","MBOAT1","diabetes","endocrine/diabetes"
"4572","ITGA10","diabetes","endocrine/diabetes"
"4573","RNF41","diabetes","endocrine/diabetes"
"4574","MLNR","diabetes","endocrine/diabetes"
"4575","MAP1LC3B","diabetes","endocrine/diabetes"
"4576","PDGFRB","diabetes","endocrine/diabetes"
"4577","MIR100","diabetes","endocrine/diabetes"
"4578","GABBR1","diabetes","endocrine/diabetes"
"4579","ACTL6A","diabetes","endocrine/diabetes"
"4580","ASMT","diabetes","endocrine/diabetes"
"4581","ADH6","diabetes","endocrine/diabetes"
"4582","RBL1","diabetes","endocrine/diabetes"
"4583","BDNF","diabetes","endocrine/diabetes"
"4584","CCR6","diabetes","endocrine/diabetes"
"4585","FLT4","diabetes","endocrine/diabetes"
"4586","ITPKB","diabetes","endocrine/diabetes"
"4587","PRKACA","diabetes","endocrine/diabetes"
"4588","ITGAD","diabetes","endocrine/diabetes"
"4589","PNPLA7","diabetes","endocrine/diabetes"
"4590","SMG6","diabetes","endocrine/diabetes"
"4591","LGR6","diabetes","endocrine/diabetes"
"4592","CACNA1E","diabetes","endocrine/diabetes"
"4593","ADCY2","diabetes","endocrine/diabetes"
"4594","KDM3B","diabetes","endocrine/diabetes"
"4595","CACNA1B","diabetes","endocrine/diabetes"
"4596","CREB5","diabetes","endocrine/diabetes"
"4597","MAPK1","diabetes","endocrine/diabetes"
"4598","SORBS1","diabetes","endocrine/diabetes"
"4599","PPP1CA","diabetes","endocrine/diabetes"
"4600","DGKH","diabetes","endocrine/diabetes"
"4601","CACNB4","diabetes","endocrine/diabetes"
"4602","PGF","diabetes","endocrine/diabetes"
"4603","CCNE1","diabetes","endocrine/diabetes"
"4604","TMEM189-UBE2V1","diabetes","endocrine/diabetes"
"4605","GALNT11","diabetes","endocrine/diabetes"
"4606","WWTR1","diabetes","endocrine/diabetes"
"4607","GNAI1","diabetes","endocrine/diabetes"
"4608","MRAS","diabetes","endocrine/diabetes"
"4609","PLD4","diabetes","endocrine/diabetes"
"4610","FGF9","diabetes","endocrine/diabetes"
"4611","TGFA","diabetes","endocrine/diabetes"
"4612","NT5C1B-RDH14","diabetes","endocrine/diabetes"
"4613","GUCY1A2","diabetes","endocrine/diabetes"
"4614","TUBA3C","diabetes","endocrine/diabetes"
"4615","SMARCC1","diabetes","endocrine/diabetes"
"4616","RNF43","diabetes","endocrine/diabetes"
"4617","ITGAX","diabetes","endocrine/diabetes"
"4618","PIKFYVE","diabetes","endocrine/diabetes"
"4619","RXRB","diabetes","endocrine/diabetes"
"4620","GALNT17","diabetes","endocrine/diabetes"
"4621","CANT1","diabetes","endocrine/diabetes"
"4622","GUCY1A1","diabetes","endocrine/diabetes"
"4623","SH3KBP1","diabetes","endocrine/diabetes"
"4624","MAP1LC3A","diabetes","endocrine/diabetes"
"4625","MPI","diabetes","endocrine/diabetes"
"4626","ST6GALNAC2","diabetes","endocrine/diabetes"
"4627","ST6GALNAC1","diabetes","endocrine/diabetes"
"4628","STAT2","diabetes","endocrine/diabetes"
"4629","D1091","diabetes","endocrine/diabetes"
"4630","CD44","diabetes","endocrine/diabetes"
"4631","TUBB1","diabetes","endocrine/diabetes"
"4632","CACNG4","diabetes","endocrine/diabetes"
"4633","FGF8","diabetes","endocrine/diabetes"
"4634","SYNJ1","diabetes","endocrine/diabetes"
"4635","D1536","diabetes","endocrine/diabetes"
"4636","ACSS1","diabetes","endocrine/diabetes"
"4637","CALML4","diabetes","endocrine/diabetes"
"4638","ACSL6","diabetes","endocrine/diabetes"
"4639","PNLIPRP1","diabetes","endocrine/diabetes"
"4640","RAP1A","diabetes","endocrine/diabetes"
"4641","PDGFRA","diabetes","endocrine/diabetes"
"4642","PLD1","diabetes","endocrine/diabetes"
"4643","GNA13","diabetes","endocrine/diabetes"
"4644","FGF19","diabetes","endocrine/diabetes"
"4645","CREB3L3","diabetes","endocrine/diabetes"
"4646","RAP1B","diabetes","endocrine/diabetes"
"4647","ITGA9","diabetes","endocrine/diabetes"
"4648","EPHA2","diabetes","endocrine/diabetes"
"4649","TUBA3E","diabetes","endocrine/diabetes"
"4650","ADH1B","diabetes","endocrine/diabetes"
"4651","PGR","diabetes","endocrine/diabetes"
"4652","SACM1L","diabetes","endocrine/diabetes"
"4653","AGPAT5","diabetes","endocrine/diabetes"
"4654","PIK3C2A","diabetes","endocrine/diabetes"
"4655","AGER","diabetes","endocrine/diabetes"
"4656","LIPG","diabetes","endocrine/diabetes"
"4657","RHOA","diabetes","endocrine/diabetes"
"4658","GRM5","disc problem","musculoskeletal/trauma"
"4659","ITPR2","disc problem","musculoskeletal/trauma"
"4660","CREB3","disc problem","musculoskeletal/trauma"
"4661","ATF2","disc problem","musculoskeletal/trauma"
"4662","CACNB3","disc problem","musculoskeletal/trauma"
"4663","GRIA2","disc problem","musculoskeletal/trauma"
"4664","EP300","disc problem","musculoskeletal/trauma"
"4665","CREB3L2","disc problem","musculoskeletal/trauma"
"4666","ADCY4","disc problem","musculoskeletal/trauma"
"4667","SLC25A6","disc problem","musculoskeletal/trauma"
"4668","PPP1CA","disc problem","musculoskeletal/trauma"
"4669","SLC25A31","disc problem","musculoskeletal/trauma"
"4670","FOXO1","disc problem","musculoskeletal/trauma"
"4671","VDAC1","disc problem","musculoskeletal/trauma"
"4672","FLNB","disc problem","musculoskeletal/trauma"
"4673","PLCB1","disc problem","musculoskeletal/trauma"
"4674","CACNG7","disc problem","musculoskeletal/trauma"
"4675","PDE3A","disc problem","musculoskeletal/trauma"
"4676","CACNG1","disc problem","musculoskeletal/trauma"
"4677","PDE10A","disc problem","musculoskeletal/trauma"
"4678","D1320","disc problem","musculoskeletal/trauma"
"4679","PDE4B","disc problem","musculoskeletal/trauma"
"4680","SCN1B","disc problem","musculoskeletal/trauma"
"4681","ADCY2","disc problem","musculoskeletal/trauma"
"4682","CREB5","disc problem","musculoskeletal/trauma"
"4683","ADCY6","disc problem","musculoskeletal/trauma"
"4684","PPP1CC","disc problem","musculoskeletal/trauma"
"4685","CACNA2D4","disc problem","musculoskeletal/trauma"
"4686","CACNG4","disc problem","musculoskeletal/trauma"
"4687","ADCY5","disc problem","musculoskeletal/trauma"
"4688","PPP1CB","disc problem","musculoskeletal/trauma"
"4689","PLCG1","disc problem","musculoskeletal/trauma"
"4690","CREBBP","disc problem","musculoskeletal/trauma"
"4691","NOS1","disc problem","musculoskeletal/trauma"
"4692","SEC31B","disc problem","musculoskeletal/trauma"
"4693","RIPK3","disc problem","musculoskeletal/trauma"
"4694","CALM1","disc problem","musculoskeletal/trauma"
"4695","CACNA2D3","disc problem","musculoskeletal/trauma"
"4696","SCN4B","disc problem","musculoskeletal/trauma"
"4697","RAP1A","disc problem","musculoskeletal/trauma"
"4698","CACNA1D","disc problem","musculoskeletal/trauma"
"4699","CALM3","disc problem","musculoskeletal/trauma"
"4700","D1595","disc problem","musculoskeletal/trauma"
"4701","PLCB3","disc problem","musculoskeletal/trauma"
"4702","ADCY8","disc problem","musculoskeletal/trauma"
"4703","VDAC2","disc problem","musculoskeletal/trauma"
"4704","RAP1B","disc problem","musculoskeletal/trauma"
"4705","CACNG8","disc problem","musculoskeletal/trauma"
"4706","GRM1","disc problem","musculoskeletal/trauma"
"4707","CALML5","disc problem","musculoskeletal/trauma"
"4708","CACNA1C","disc problem","musculoskeletal/trauma"
"4709","ATF4","disc problem","musculoskeletal/trauma"
"4710","CACNG3","disc problem","musculoskeletal/trauma"
"4711","CREB3L1","disc problem","musculoskeletal/trauma"
"4712","ATF6B","disc problem","musculoskeletal/trauma"
"4713","CREB1","disc problem","musculoskeletal/trauma"
"4714","TRPV1","disc problem","musculoskeletal/trauma"
"4715","SEC31A","disc problem","musculoskeletal/trauma"
"4716","CACNA2D2","disc problem","musculoskeletal/trauma"
"4717","PDE4C","disc problem","musculoskeletal/trauma"
"4718","SCN7A","disc problem","musculoskeletal/trauma"
"4719","NRAS","disc problem","musculoskeletal/trauma"
"4720","FLNA","disc problem","musculoskeletal/trauma"
"4721","VDAC3","disc problem","musculoskeletal/trauma"
"4722","CACNA2D1","disc problem","musculoskeletal/trauma"
"4723","SLC6A3","disc problem","musculoskeletal/trauma"
"4724","GRIA1","disc problem","musculoskeletal/trauma"
"4725","CACNG6","disc problem","musculoskeletal/trauma"
"4726","PPID","disc problem","musculoskeletal/trauma"
"4727","CALML4","disc problem","musculoskeletal/trauma"
"4728","CREB3L3","disc problem","musculoskeletal/trauma"
"4729","SLC25A4","disc problem","musculoskeletal/trauma"
"4730","ADCY7","disc problem","musculoskeletal/trauma"
"4731","ADCY9","disc problem","musculoskeletal/trauma"
"4732","MAPK1","disc problem","musculoskeletal/trauma"
"4733","SLC25A5","disc problem","musculoskeletal/trauma"
"4734","CACNG2","disc problem","musculoskeletal/trauma"
"4735","CALM2","disc problem","musculoskeletal/trauma"
"4736","PLCB2","disc problem","musculoskeletal/trauma"
"4737","PDE3B","disc problem","musculoskeletal/trauma"
"4738","MAPK3","disc problem","musculoskeletal/trauma"
"4739","SEC13","disc problem","musculoskeletal/trauma"
"4740","KRAS","disc problem","musculoskeletal/trauma"
"4741","ADCY3","disc problem","musculoskeletal/trauma"
"4742","CALML6","disc problem","musculoskeletal/trauma"
"4743","PIK3C3","disc problem","musculoskeletal/trauma"
"4744","CACNG5","disc problem","musculoskeletal/trauma"
"4745","FBXO43","disc problem","musculoskeletal/trauma"
"4746","ITPR1","disc problem","musculoskeletal/trauma"
"4747","HRAS","disc problem","musculoskeletal/trauma"
"4748","PLCG2","disc problem","musculoskeletal/trauma"
"4749","CACNB4","disc problem","musculoskeletal/trauma"
"4750","MAPT","disc problem","musculoskeletal/trauma"
