"Phenotype","Score","color_group","Label"
"GenAge.Mod",0.199326569,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.535265787,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.591266915,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.591266915,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.356173498,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.104282284,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.175265436,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.631364954,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.765718939,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.17682746,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.169287038,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.131092876,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.118407003,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.118407003,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.687510421,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.295353106,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.311719903,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.311719903,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.112473889,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.112473889,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.910884727,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.898203821,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.388729785,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.388729785,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.388729785,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.342826396,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.859435632,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.130376484,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.869459232,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.361760442,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.361760442,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.322879498,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.410638559,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.224643952,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.264034208,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.130912802,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.240416941,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.17297066,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.17297066,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.101121507,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.185007199,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.137578054,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.10478561,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.176522026,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.105479937,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.147738117,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.989203494,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.244916375,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.147459194,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.577114051,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.577114051,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.96931247,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.132167422,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.478486183,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.15665209,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.967731284,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.975876152,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.975876152,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.938902293,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.439168617,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.426219895,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.275165983,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.267553811,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.151736759,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.38095752,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.158204297,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.214397602,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.250169127,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.239841326,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.500392576,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.259454659,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.853035789,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.726556762,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.165629764,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.737666002,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.498108292,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.498108292,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.147281657,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.949513851,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.309649372,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.309649372,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.936585645,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.446407722,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.446407722,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.279933457,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.279933457,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.524492654,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.129406818,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.129406818,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.129406818,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.329197412,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.329197412,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.329197412,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.131651416,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.580917397,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.580917397,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.421632701,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.338838509,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.35230176,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.39922956,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.342203842,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.497291872,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.094308869,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.094308869,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.77420743,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.77420743,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.246419963,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.163647298,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.873924987,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.929270415,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.595320855,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.158833537,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.191499357,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.611325645,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.853391438,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"haematology/dermatology",0.853391438,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.98053599,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.561939964,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.941435126,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.996480237,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.368451743,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.447282714,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.296454989,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.280549212,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.310672967,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.381182126,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.820220987,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.977796586,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.880267221,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.934227715,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.88737073,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.981357483,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.612834563,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.835922206,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.686319657,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.686319657,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.334157875,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.856854633,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.558877555,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.946651792,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.159102254,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.96803792,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.269238253,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.225589619,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.149129516,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.996500392,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.976204463,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.20043978,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.295499817,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.688238755,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.948622877,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.173214907,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.891757679,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.39034047,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.39034047,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.523393616,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.958278548,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.511381335,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.221357332,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.386471827,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.178576642,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.879062779,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.974463534,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.974463534,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.974463534,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.974463534,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.234037071,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.568554714,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.143866147,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.71001869,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.210102913,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.210102913,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.406348439,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.188465139,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.098739106,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.263033371,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.22662979,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.187377457,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.264861594,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.138112663,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.686441099,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.686441099,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.431669096,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.431669096,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.330963874,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.504578267,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.584315272,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.511936832,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.780712452,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.445427004,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.678754425,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.44922963,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.14443798,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.468494288,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.468494288,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.873418569,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.873418569,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.282381219,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.538665772,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.195244188,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.799867789,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.865489254,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.601436969,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.928179851,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.275626515,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.725113337,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.725113337,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.32876769,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.197299765,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.180836694,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.298849508,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.857764202,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.300740123,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.300740123,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.424640653,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.89041275,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.224722922,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.276011244,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.233459509,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.096794279,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.096794279,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.14835614,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.119702685,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.283293903,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.793935912,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.205737639,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.978439784,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.999065059,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.16405157,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.477427641,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.846783897,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.73458763,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.73458763,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.225273049,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.225273049,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.265694018,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.55858787,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.921904091,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.905586901,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.905586901,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.314646805,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.314646805,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.323888774,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.323888774,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.403583335,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.403583335,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.514396053,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.514396053,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.182378387,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.078653839,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.262771299,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.751857305,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.933615843,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.164481756,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.312252966,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.352925864,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.83103652,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.83103652,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.5592845,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.5592845,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.966941581,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.966941581,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.531906488,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.511273138,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.352611939,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.423980768,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.921391933,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.203350687,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.612859176,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.540993205,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.466402122,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.57866319,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.846237207,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.202515165,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.217221488,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.37140484,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.961026566,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.419064624,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.560970267,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.170531589,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.208819861,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.218806093,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.525571764,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
